timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
735000,728000,0,nan,nan,3.8840682e-08,2.7375205e-07,-1.7920055e-07,0.0,0.0,0.0,-1.0436305e-05,4.6276255e-05,-5.1406125e-05,-5.2972267e-05,2.9806979e-05,7.255859e-05,0.0,-0.00813608,-0.00486882,-0.0071913004,0.123215824,0.123213165,nan,0.1,0.70622146,3.5000029,7.071068,0.45001808,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
739000,739000,0,nan,nan,-4.1759444e-07,1.1189458e-06,2.0286386e-06,0.0,0.0,0.0,-1.5364838e-05,6.7141125e-05,0.00049851247,0.0004952275,2.9806979e-05,7.255859e-05,0.0,0.011731873,-0.0096911695,0.04788581,0.12321734,0.123213165,nan,0.1,0.7097526,3.5000114,7.0710897,0.450045,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
835000,835000,0,nan,nan,1.5934405e-05,-4.213746e-05,-5.8934318e-05,0.0,0.0,0.0,0.00025208844,-0.00090889,0.0011108826,0.0010484874,2.9806979e-05,7.255859e-05,0.0,0.0050919903,0.0026238156,0.041898336,0.123217486,0.123213165,nan,0.1,0.95067644,2.0208352,7.072699,0.45056129,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
935000,935000,0,nan,nan,9.354666e-05,-0.00013951209,0.001978703,0.0,0.0,0.0,0.0010365694,-0.0010797414,0.002204251,0.0040298826,2.9806979e-05,7.255859e-05,0.0,0.0031553283,-0.01190057,0.0071804966,0.123214275,0.123213165,nan,0.105050884,0.63604933,1.5657965,4.37216,0.45177978,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1039000,1039000,0,nan,nan,0.0002264535,-0.00028970235,0.002909,0.0,0.0,0.0,0.0018551159,-0.0015602782,0.004782646,0.006957277,2.9806979e-05,7.255859e-05,0.0,0.02153557,-0.014691573,-0.025128946,0.12322351,0.123213165,nan,0.10274081,0.93231386,1.3243232,4.3813167,0.4536327,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1130000,1130000,0,nan,nan,0.00041780615,-0.00040902002,0.004255094,0.0,0.0,0.0,0.002445608,-0.00151138,0.0056499285,0.008441634,2.9806979e-05,7.255859e-05,0.0,0.0146606695,-0.016740195,0.01078099,0.12322607,0.123213165,nan,0.1008973,1.2425277,1.2405354,4.3938923,0.45587513,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1231000,1231000,0,nan,nan,0.00071200845,-0.00048657958,0.0052025244,0.0,0.0,0.0,0.0041679465,-0.0012855157,0.007481107,0.0102426745,2.9806979e-05,7.255859e-05,0.0,0.01909778,0.0053661047,0.032328065,0.12323528,0.123213165,nan,0.1,0.7878617,1.1120001,2.6279325,0.4588444,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1341000,1341000,0,nan,nan,0.0011161754,-0.00058895844,0.0053171483,0.0,0.0,0.0,0.0044452837,-0.0017617302,0.008192495,0.009762926,2.9806979e-05,7.255859e-05,0.0,-0.005459155,-0.000114659364,-0.047899164,0.12322855,0.123213165,nan,0.1,0.58137816,1.0189344,1.7721021,0.462794,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1435000,1435000,0,nan,nan,0.0013477475,-0.00060883834,0.006521318,0.0,0.0,0.0,0.0038278075,-0.0010038436,0.010462054,0.012140889,2.9806979e-05,7.255859e-05,0.0,-0.004062523,0.015778875,0.02992588,0.12325635,0.123213165,nan,0.1,0.71313,0.9477097,1.8200394,0.46679595,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1535000,1535000,0,nan,nan,0.0015918898,-0.00056076946,0.007956505,0.0,0.0,0.0,0.0042749564,-7.930868e-05,0.009102125,0.011007192,2.9806979e-05,7.255859e-05,0.0,0.01698545,0.0195581,-0.033499055,0.123255104,0.123213165,nan,0.10011877,0.8573407,0.8918323,1.8804114,0.47117326,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1642000,1642000,0,nan,nan,0.0017615969,-0.00033842077,0.0093242,0.0,0.0,0.0,0.003990939,0.0010912322,0.009415633,0.011466724,2.9806979e-05,7.255859e-05,0.0,-0.0019745852,0.01607699,0.00838625,0.12325287,0.123213165,nan,0.1,0.6387348,0.8471842,1.4461222,0.4758649,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1741000,1741000,0,nan,nan,0.0018616685,-0.00010914904,0.0101431785,0.0,0.0,0.0,0.0038603721,0.0012701784,0.011163629,0.012816813,2.9806979e-05,7.255859e-05,0.0,-0.00058564096,0.014938452,0.07421275,0.12324752,0.123213165,nan,0.1,0.7502138,0.8111327,1.5603491,0.48080125,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1831000,1831000,0,nan,nan,0.0018202604,0.00012561254,0.011048974,0.0,0.0,0.0,0.004277567,0.0017898794,0.012678344,0.014010709,2.9806979e-05,7.255859e-05,0.0,0.026519481,0.009839222,0.053872667,0.123236865,0.123213165,nan,0.1,0.590019,0.78197086,1.337562,0.48594826,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
1940000,1940000,0,nan,nan,0.0019166643,0.000402169,0.012581621,0.0,0.0,0.0,0.0050970665,0.0014084015,0.015512384,0.016642645,2.9806979e-05,7.255859e-05,0.0,-0.0013339024,-0.011539812,0.043088943,0.12325473,0.123213165,nan,0.1,0.71297973,0.76161337,1.5007737,0.49291432,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2036000,2036000,0,nan,nan,0.0019922343,0.0005270621,0.013875524,0.0,0.0,0.0,0.0054030223,0.0011534288,0.015941292,0.016750505,2.9806979e-05,7.255859e-05,0.0,-0.0021959585,-0.015260935,0.02629496,0.12326994,0.123213165,nan,0.1,0.5804765,0.74468464,1.3460555,0.499085,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2132000,2132000,0,nan,nan,0.002151876,0.00057034055,0.01488764,0.0,0.0,0.0,0.0048131985,0.0008203718,0.014902921,0.015153268,2.9806979e-05,7.255859e-05,0.0,-0.005374054,0.019158935,-0.03840215,0.123281084,0.123213165,nan,0.1,0.68049014,0.7298662,1.5067294,0.50423175,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2239000,2239000,0,nan,nan,0.0021415795,0.000544512,0.016038913,0.0,0.0,0.0,0.0042763236,0.0005674765,0.017431386,0.017152598,2.9806979e-05,7.255859e-05,0.0,-0.008503841,0.011569427,-0.0072671096,0.12325021,0.123213165,nan,0.1,0.57114714,0.7228084,1.3949089,0.51121855,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2337000,2337000,0,nan,nan,0.002062265,0.00047856825,0.016969668,0.0,0.0,0.0,0.003237122,0.00021593914,0.019865457,0.01875782,2.9806979e-05,7.255859e-05,0.0,0.0049476414,-0.0036996682,0.0465593,0.12322969,0.123213165,nan,0.1,0.688157,0.716645,1.577848,0.51692903,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2443000,2443000,0,nan,nan,0.0019247311,0.00038529723,0.018271517,0.0,0.0,0.0,0.0025156355,-0.00052837096,0.019536585,0.017819948,2.9806979e-05,7.255859e-05,0.0,0.0032213023,-0.016130017,-0.031250842,0.12322544,0.123213165,nan,0.1,0.56279534,0.725495,1.4049294,0.52427185,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2533000,2533000,0,nan,nan,0.0016102565,0.00015229551,0.019169953,0.0,0.0,0.0,0.0011914162,-0.0017133601,0.020460973,0.018095497,2.9806979e-05,7.255859e-05,0.0,-0.006240708,0.005567464,0.021365162,0.12320651,0.123213165,nan,0.1,0.68385696,0.7088435,1.6278034,0.52614605,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2636000,2636000,0,nan,nan,0.0011812246,-8.2348604e-05,0.020012198,0.0,0.0,0.0,-3.1197633e-05,-0.001715197,0.020973079,0.017631944,2.9806979e-05,7.255859e-05,0.0,-0.0073037148,0.0004998918,-0.0052182,0.123237684,0.123213165,nan,0.1,0.5693088,0.72434336,1.4253441,0.5346386,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2738000,2738000,0,nan,nan,0.00066698185,-0.00037748888,0.020325234,0.0,0.0,0.0,-0.0013773843,-0.0032260497,0.020802066,0.01610658,2.9806979e-05,7.255859e-05,0.0,0.0033181482,-0.0044742017,0.030622631,0.12323153,0.123213165,nan,0.1,0.69467247,0.7263799,1.6232582,0.539087,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2836000,2836000,0,nan,nan,0.00016011186,-0.00069505296,0.020510051,0.0,0.0,0.0,-0.0018089769,-0.0030104308,0.020216528,0.014297743,2.9806979e-05,7.255859e-05,0.0,-0.009426626,0.0049813213,0.007802993,0.12322913,0.123213165,nan,0.1,0.5670893,0.7296063,1.39071,0.54289657,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
2931000,2931000,0,nan,nan,-0.00029566739,-0.0009659913,0.021009265,0.0,0.0,0.0,-0.0018437444,-0.0035022516,0.021233182,0.014556643,2.9806979e-05,7.255859e-05,0.0,-0.01646514,-0.010373824,-0.018506309,0.123221405,0.123213165,nan,0.1,0.6899793,0.73370934,1.5679519,0.5460197,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3041000,3041000,0,nan,nan,-0.00070956716,-0.0012097865,0.02137665,0.0,0.0,0.0,-0.002413313,-0.0028763793,0.02275272,0.014848425,2.9806979e-05,7.255859e-05,0.0,-0.0038613835,-0.0048640333,0.022928417,0.12321901,0.123213165,nan,0.1,0.5634969,0.738249,1.3273227,0.5483124,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3131000,3131000,0,nan,nan,-0.0009968149,-0.0013154682,0.021836199,0.0,0.0,0.0,-0.0023963337,-0.0025692864,0.024605105,0.015901884,2.9806979e-05,7.255859e-05,0.0,0.0023872147,0.014152651,0.02597645,0.123213686,0.123213165,nan,0.1,0.66901773,0.7391126,1.4867859,0.54839396,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3243000,3243000,0,nan,nan,-0.0012172883,-0.0013679671,0.022281943,0.0,0.0,0.0,-0.0021421043,-0.003052372,0.025323201,0.015605223,2.9806979e-05,7.255859e-05,0.0,-0.008854405,0.009441979,0.0730522,0.123228334,0.123213165,nan,0.1,0.5634771,0.7519765,1.2870991,0.5520065,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3340000,3340000,0,nan,nan,-0.0012892291,-0.0013993507,0.022563446,0.0,0.0,0.0,-0.0016908271,-0.0030275225,0.025858834,0.01512244,2.9806979e-05,7.255859e-05,0.0,0.0011273125,0.008563482,-0.0025376678,0.123214744,0.123213165,nan,0.1,0.67760956,0.7568473,1.4222043,0.55202293,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3432000,3432000,0,nan,nan,-0.0013139097,-0.0014398064,0.023297174,0.0,0.0,0.0,-0.0018897611,-0.0034407037,0.02434508,0.013209405,2.9806979e-05,7.255859e-05,0.0,-0.0029325024,-0.007251073,0.0273861,0.12322005,0.123213165,nan,0.1,0.53908104,0.775784,1.180679,0.5574188,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3535000,3535000,0,nan,nan,-0.0012601305,-0.0014791884,0.024477836,0.0,0.0,0.0,-0.0010453896,-0.0034436882,0.022798426,0.011681255,2.9806979e-05,7.255859e-05,0.0,0.013789473,-0.014192488,0.035042565,0.12320035,0.123213165,nan,0.1,0.6436841,0.78020966,1.3294215,0.5562503,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3636000,3636000,0,nan,nan,-0.0011424992,-0.0015363767,0.025519531,0.0,0.0,0.0,-0.00082909164,-0.0032354183,0.023585057,0.012453768,2.9806979e-05,7.255859e-05,0.0,0.016082486,0.016767444,0.030901283,0.12321765,0.123213165,nan,0.1,0.52951986,0.78442943,1.1402867,0.5546016,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3732000,3732000,0,nan,nan,-0.0008829031,-0.0014522853,0.02606144,0.0,0.0,0.0,0.000540817,-0.0023055382,0.024003763,0.012443963,2.9806979e-05,7.255859e-05,0.0,-0.01991118,0.015018795,0.027067214,0.123202994,0.123213165,nan,0.1,0.6299138,0.78837085,1.2748177,0.552509,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3832000,3832000,0,nan,nan,-0.0006098215,-0.0013126271,0.026555257,0.0,0.0,0.0,0.00113801,-0.00080448494,0.021894548,0.009881984,2.9806979e-05,7.255859e-05,0.0,0.030605381,0.015512184,-0.02726242,0.12318808,0.123213165,nan,0.1,0.5180507,0.7919808,1.0796647,0.5500115,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
3941000,3941000,0,nan,nan,-0.0002519663,-0.0009640611,0.026839837,0.0,0.0,0.0,0.0019127154,0.00019394887,0.021802403,0.009193454,2.9806979e-05,7.255859e-05,0.0,-0.004822105,-0.002774017,0.042513635,0.123185694,0.123213165,nan,0.1,0.62303275,0.7989239,1.2207122,0.5481468,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4043000,4043000,0,nan,nan,0.000120757126,-0.00060538814,0.026272826,0.0,0.0,0.0,0.0028623408,0.0016581097,0.019757172,0.005888535,2.9806979e-05,7.255859e-05,0.0,0.010745524,0.00781694,0.013743526,0.12318386,0.123213165,nan,0.1,0.513957,0.8011671,1.0418673,0.54457104,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4133000,4133000,0,nan,nan,0.00047209463,-0.00018873984,0.025761979,0.0,0.0,0.0,0.003489783,0.0023318331,0.019667275,0.004940437,2.9806979e-05,7.255859e-05,0.0,-0.0058861393,0.02084574,-0.038614124,0.12317297,0.123213165,nan,0.1,0.59563524,0.7984931,1.1531968,0.53919554,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4232000,4232000,0,nan,nan,0.0008621619,0.0003211658,0.024617763,0.0,0.0,0.0,0.0032608733,0.003828008,0.017425332,0.0014932416,2.9806979e-05,7.255859e-05,0.0,-0.02311243,0.011499589,0.018393,0.123192124,0.123213165,nan,0.1,0.49772254,0.79938924,1.0030973,0.53478163,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4335000,4323000,0,nan,nan,0.0010823865,0.00080579444,0.023811515,0.0,0.0,0.0,0.003232339,0.0048631122,0.016442833,-0.0003797299,2.9806979e-05,7.255859e-05,0.0,0.0070473687,0.017823579,-0.015989568,0.12320091,0.123213165,nan,0.1,0.56617135,0.8127266,1.085675,0.53677243,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4440000,4421000,0,nan,nan,0.0013093285,0.0014395305,0.022352057,0.0,0.0,0.0,0.0025138278,0.0060591768,0.0163627,-0.0012478202,2.9806979e-05,7.255859e-05,0.0,-0.019507512,0.014679228,0.00778089,0.123212904,0.123213165,nan,0.1,0.6755784,0.79604256,1.2336946,0.52425563,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4533000,4517000,0,nan,nan,0.0012682765,0.0019894764,0.02196278,0.0,0.0,0.0,0.0011681619,0.0072181737,0.014227075,-0.0033578852,2.9806979e-05,7.255859e-05,0.0,0.0071955896,0.017896224,-0.03824085,0.12321022,0.123213165,nan,0.1,0.5593428,0.81321657,1.0584946,0.5275056,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4636000,4623000,0,nan,nan,0.0011936079,0.0026765729,0.021911262,0.0,0.0,0.0,0.0011310278,0.007866185,0.012941821,-0.00394518,2.9806979e-05,7.255859e-05,0.0,-0.0061042914,-0.00556939,-0.053897496,0.12321956,0.123213165,nan,0.1,0.66493183,0.816906,1.1844939,0.52389216,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4739000,4727000,0,nan,nan,0.0009967482,0.003068804,0.021851035,0.0,0.0,0.0,0.0002758762,0.007732702,0.013161094,-0.0030011358,2.9806979e-05,7.255859e-05,0.0,-0.015795497,0.02926288,0.0066999346,0.12320334,0.123213165,nan,0.1,0.5663018,0.7986974,1.0370754,0.5109426,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4837000,4821000,0,nan,nan,0.0007964026,0.003470805,0.022138463,0.0,0.0,0.0,0.00025492918,0.0073450087,0.013200235,-0.0023074243,2.9806979e-05,7.255859e-05,0.0,0.0057827025,-0.009757572,0.01219362,0.12319348,0.123213165,nan,0.1,0.6500711,0.8148025,1.1262542,0.51376957,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
4941000,4927000,0,nan,nan,0.0005603211,0.0036225328,0.02256831,0.0,0.0,0.0,0.00044630913,0.006911557,0.012913953,-0.0017421101,2.9806979e-05,7.255859e-05,0.0,-0.0019505679,-0.00901491,-0.039923932,0.12320278,0.123213165,nan,0.1,0.5572477,0.81739104,0.9984631,0.509917,inf,inf,inf,inf,0,1,0,1,1,0,1,0,1,0,0,1,2
