timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
10012000,10012000,40.154029610550296,116.2594859014316,49.830784,50.048004,-0.0,0.4715431,0.8224489,49.7297,2,0,1,0
10023000,10023000,40.15402961092551,116.25948590172467,49.830757,50.047977,-0.0,0.47155094,0.8096521,49.72957,2,0,1,0
11011000,11011000,40.154029947630924,116.25948589428526,49.831207,50.039696,-0.0,0.3628395,0.6711481,49.730305,2,0,1,0
12013000,12013000,40.15403013882773,116.25948572093478,49.83495,50.03473,-0.0,0.34868643,0.6111387,49.7335,2,0,1,0
13011000,13011000,40.15403012913416,116.25948568023024,49.83324,50.02242,-0.0,0.34595224,0.5793499,49.73196,2,0,1,0
14011000,14011000,40.154030169405814,116.25948580583541,49.833813,50.01438,-0.0,0.34451872,0.55809176,49.733704,2,0,1,0
15011000,15011000,40.15403008025083,116.25948563203086,49.914925,50.086033,-0.0,0.3437838,0.54604024,49.733704,2,0,1,0
16003000,16003000,40.154030071496635,116.25948554632224,50.198574,50.35827,-0.0,0.34812725,0.5404322,49.733704,2,0,1,0
17011000,17011000,40.1540300941542,116.25948564965513,50.40599,50.553032,-0.0,0.34386298,0.5339288,49.733704,2,0,1,0
18016000,18016000,40.15403013380274,116.25948553808747,50.554348,50.694958,-0.0,0.34348398,0.5291727,49.733704,2,0,1,0
19011000,19011000,40.15403020186526,116.25948562301086,50.469746,50.60736,-0.0,0.34752032,0.5295456,nan,2,0,0,0
20020000,20020000,40.154030290372624,116.25948554461866,50.482887,50.614857,-0.0,0.34792942,0.52734035,nan,2,0,0,0
21007000,21007000,40.15403019178625,116.25948561538003,50.49856,50.62282,-0.0,0.3471116,0.52570456,nan,2,0,0,0
22011000,22011000,40.15403024087415,116.25948572561563,50.512512,50.63318,-0.0,0.3468443,0.5247903,nan,2,0,0,0
23008000,23008000,40.154030126335336,116.2594857591947,50.523808,50.642124,-0.0,0.3465799,0.52411425,nan,2,0,0,0
24011000,24011000,40.15402997172726,116.25948551509812,50.533894,50.65195,-0.0,0.34631932,0.5236482,nan,2,0,0,0
25003000,25003000,40.154029916102225,116.25948534174714,50.536987,50.654846,-0.0,0.3449316,0.522365,nan,2,0,0,0
26008000,26008000,40.15403015922365,116.25948539178795,50.54348,50.661747,-0.0,0.34530205,0.52233666,nan,2,0,0,0
27013000,27013000,40.15403020548111,116.2594854820561,50.549362,50.666622,-0.0,0.34574485,0.5219145,nan,2,0,0,0
28008000,28008000,40.15403023704315,116.25948552536094,50.55007,50.66714,-0.0,0.3455837,0.5221047,nan,2,0,0,0
29007000,29007000,40.154029942002,116.25948561621432,50.5465,50.662174,-0.0,0.34490436,0.52172184,nan,2,0,0,0
30017000,30017000,40.154030017981405,116.2594855138297,50.545574,50.660988,-0.0,0.34523562,0.52209806,nan,2,0,0,0
31011000,31011000,40.154030011314205,116.25948557351316,50.543465,50.65941,-0.0,0.34499878,0.52215034,nan,2,0,0,0
32007000,32007000,40.15403022678568,116.25948559876701,50.54079,50.65543,-0.0,0.3448262,0.52123964,nan,2,0,0,0
33007000,33007000,40.15403025282429,116.2594857450802,50.54273,50.65522,-0.0,0.34496728,0.5214426,nan,2,0,0,0
34013000,34013000,40.15403016328025,116.25948576218718,50.54235,50.65259,-0.0,0.3447543,0.5216149,nan,2,0,0,0
35008000,35008000,40.15403018008509,116.25948561274724,50.54316,50.654263,-0.0,0.3446372,0.52082723,nan,2,0,0,0
36011000,36011000,40.15403005809563,116.25948555730696,50.54312,50.653923,-0.0,0.3446065,0.5219932,nan,2,0,0,0
37011000,37011000,40.15403004621279,116.25948556573424,50.542377,50.6524,-0.0,0.34452105,0.5211455,nan,2,0,0,0
38012000,38012000,40.154030114853356,116.25948543070882,50.540123,50.646168,-0.0,0.34448487,0.5212461,nan,2,0,0,0
39011000,39011000,40.15403018884253,116.25948542952439,50.004726,50.109,-0.0,0.34435955,0.5213516,nan,2,0,0,0
40000000,40000000,40.15403004053062,116.25948541929819,49.844715,49.950844,-0.0,0.34409297,0.521098,nan,2,0,0,0
41000000,41000000,40.15403015721759,116.25948549891956,49.84904,49.954636,-0.0,0.34401414,0.5200045,nan,2,0,0,0
42012000,42012000,40.15403022618481,116.25948540188911,49.84666,49.948658,-0.0,0.34595916,0.5202273,49.74429,2,0,1,0
43017000,43017000,40.154030175414526,116.25948547492722,49.845394,49.945606,-0.0,0.345529,0.5187136,49.744625,2,0,1,0
44012000,44012000,40.15403016239988,116.25948551780544,49.846348,49.946293,-0.0,0.34521455,0.51845145,49.74413,2,0,1,0
