timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
975000,975000,1310988,-0.0005326322,0.0,0.0010652645,14.6748705,0,1
1967000,1967000,1310988,0.0,-0.0005326322,0.0,14.675559,0,1
2959000,2959000,1310988,-0.0010652645,0.0005326322,0.0,14.676133,0,1
3975000,3975000,1310988,0.0,0.0,0.0,14.675439,0,1
4975000,4975000,1310988,0.0,0.0,-0.0010652645,14.674785,0,1
5971000,5971000,1310988,-0.0005326322,0.0,0.0005326322,14.674781,0,1
6972000,6972000,1310988,0.0,0.0,-0.0005326322,14.674819,0,1
7971000,7971000,1310988,-0.0005326322,0.0,-0.0005326322,14.674797,0,1
8967000,8967000,1310988,0.0010652645,0.0,0.0,14.675626,0,1
9972000,9972000,1310988,0.0010652645,-0.0005326322,0.0005326322,14.67574,0,1
10967000,10967000,1310988,-0.0005326322,0.0,-0.0005326322,14.67579,0,1
11975000,11975000,1310988,-0.0005326322,0.0,0.0010652645,14.675324,0,1
12972000,12972000,1310988,0.0005326322,0.0005326322,0.0,14.676219,0,1
13972000,13972000,1310988,-0.0015978967,0.002130529,0.0,14.674998,0,1
14972000,14972000,1310988,0.013848438,-0.0031957934,0.0031957934,14.67437,0,1
15972000,15972000,1310988,-0.00479369,-0.007989483,-0.0010652645,14.672977,0,1
16976000,16976000,1310988,0.0,-0.0005326322,0.0,14.671529,0,1
17972000,17972000,1310988,0.0,-0.00479369,-0.0005326322,14.670836,0,1
18968000,18968000,1310988,-0.002130529,-0.009054748,0.0,14.671082,0,1
19972000,19972000,1310988,0.0010652645,-0.009054748,0.0,14.670664,0,1
20974000,20974000,1310988,-0.0037284256,-0.004261058,0.0005326322,14.671603,0,1
21975000,21975000,1310988,0.0026631611,0.0005326322,-0.0005326322,14.670693,0,1
22967000,22967000,1310988,0.0063915867,-0.00479369,-0.0015978967,14.670594,0,1
23967000,23967000,1310988,-0.002130529,0.0005326322,0.0005326322,14.670162,0,1
24963000,24963000,1310988,-0.0058589545,0.0015978967,0.0010652645,14.670152,0,1
25963000,25963000,1310988,-0.0063915867,0.0015978967,-0.0005326322,14.670943,0,1
26967000,26967000,1310988,-0.002130529,-0.011717909,-0.0010652645,14.671448,0,1
27968000,27968000,1310988,0.0015978967,-0.002130529,0.0,14.670657,0,1
28968000,28968000,1310988,0.0005326322,-0.002130529,0.0,14.670456,0,1
29975000,29975000,1310988,-0.0010652645,0.009054748,-0.0005326322,14.670674,0,1
30968000,30968000,1310988,0.0,0.0,0.0005326322,14.671044,0,1
31971000,31971000,1310988,0.0026631611,0.004261058,0.0005326322,14.671266,0,1
32976000,32976000,1310988,0.0010652645,-0.002130529,0.0005326322,14.670715,0,1
33963000,33963000,1310988,0.00479369,0.0026631611,0.0005326322,14.67025,0,1
34971000,34971000,1310988,-0.0005326322,0.0,0.0,14.670294,0,1
35972000,35972000,1310988,0.0005326322,-0.0037284256,-0.0005326322,14.671458,0,1
36972000,36972000,1310988,0.0005326322,0.0005326322,0.0010652645,14.670847,0,1
37968000,37968000,1310988,0.0005326322,0.007989483,0.0,14.670508,0,1
38964000,38964000,1310988,-0.00958738,-0.013315806,-0.12836437,14.673396,0,1
39964000,39964000,1310988,0.0005326322,-0.0015978967,0.0005326322,14.675625,0,1
40972000,40972000,1310988,-0.002130529,0.0010652645,0.0,14.674831,0,1
41968000,41968000,1310988,0.0,0.0005326322,-0.0005326322,14.674901,0,1
42971000,42971000,1310988,0.0,0.0,-0.0005326322,14.6755295,0,1
43963000,43963000,1310988,0.0,0.0,0.0010652645,14.676011,0,1
