timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
920000,1310996,1310996,0,0,0,0,0,233.26141,233.26141,233.26141,233.26141,0.013371137,5.3155427e-06,1.9710733e-11,0.0019822528,-0.0026274805,-9.799081,0.0006025838,0.00019672746,-7.391394e-06,14.67539,14.67539
1931000,1310996,1310996,0,0,0,0,0,233.26141,233.26141,233.26141,233.26141,0.013848066,6.1122196e-06,2.1849415e-11,0.0075251586,-0.0053380956,-9.781897,0.00020284369,0.00019148101,0.00017790758,14.675404,14.675404
2948000,1310996,1310996,0,0,0,0,0,233.26141,233.26141,233.26141,233.26141,0.014069066,6.7558594e-06,2.7296922e-11,0.003344505,-0.00593742,-9.792816,-0.00038321482,0.00037735363,3.3838256e-05,14.675365,14.675365
3963000,1310996,1310996,0,0,0,0,0,233.26141,233.26141,233.26141,233.26141,0.016050624,6.4416345e-06,2.3420661e-11,0.007020488,0.00036863217,-9.799733,0.00018646274,0.00020077583,-0.00024110079,14.675451,14.675451
5003000,1310996,1310996,0,0,0,0,0,219.88016,219.88016,219.88016,219.88016,0.014134191,6.3675143e-06,2.2273754e-11,0.00036411424,-0.010012653,-9.81302,0.00014647491,-4.672548e-05,-0.00022196997,14.675464,14.675464
5963000,1310996,1310996,0,0,0,0,0,219.54947,219.54947,219.54947,219.54947,0.016188964,6.328877e-06,2.4759361e-11,0.0025573,-0.0032297825,-9.810132,-0.00082668016,0.00035528225,-0.00025506082,14.675517,14.675517
6977000,1310996,1310996,0,0,0,0,0,218.73619,218.73619,218.73619,218.73619,0.016670724,6.4712553e-06,2.5486344e-11,-0.00770397,0.008667935,-9.815686,-0.00047998584,6.205121e-05,-0.00010589814,14.675576,14.675576
7952000,1310996,1310996,0,0,0,0,0,217.30771,217.30771,217.30771,217.30771,0.015487149,6.4994388e-06,2.7857168e-11,-0.013085102,-0.0014378316,-9.776625,-0.00046701147,8.4909865e-05,-0.00037306672,14.675411,14.675411
8923000,1310996,1310996,0,0,0,0,0,217.07898,217.07898,217.07898,217.07898,0.015426983,6.4153974e-06,2.5099239e-11,-0.0067737466,0.0072400835,-9.815279,-1.9825252e-06,3.546721e-05,-0.0001582968,14.675464,14.675464
9956000,1310996,1310996,0,0,0,0,0,217.05844,217.05844,217.05844,217.05844,0.015176872,6.5802674e-06,2.5161782e-11,0.0002636223,-0.0023422944,-9.775942,-5.8191254e-05,-8.93793e-05,-0.00044872653,14.675429,14.675429
10975000,1310996,1310996,0,0,0,0,0,216.80362,216.80362,216.80362,216.80362,0.01668295,6.856137e-06,2.5571182e-11,-0.015249024,-0.003465916,-9.803402,-0.00011334268,0.00028255882,6.749997e-05,14.675487,14.675487
11948000,1310996,1310996,0,0,0,0,0,217.24908,217.24908,217.24908,217.24908,0.015028585,6.506244e-06,2.499421e-11,0.0030464928,0.0012452052,-9.7937765,-9.22239e-05,0.00013654589,9.5052055e-05,14.67531,14.67531
12967000,1310996,1310996,0,0,0,0,0,217.24908,217.24908,217.24908,217.24908,0.014738998,6.781223e-06,2.719176e-11,-0.0071955584,-0.0042836065,-9.79719,0.00032552294,0.00019271433,-0.00023419433,14.675485,14.675485
13937000,1310996,1310996,0,0,0,0,0,217.0362,217.0362,217.0362,217.0362,0.015679436,7.0938963e-06,3.6520977e-11,0.006355285,0.008565551,-9.786272,-0.0012539891,0.0013735624,3.31465e-05,14.675523,14.675523
14983000,1310996,1310996,0,0,0,0,0,217.2723,217.2723,217.2723,217.2723,0.01574706,1.3642254e-05,1.6574415e-10,-0.010465526,-0.0034624138,-10.71741,0.014011387,-0.0032945503,0.004718264,14.675171,14.675171
15908000,1310996,1310996,0,0,0,0,0,217.24146,217.24146,217.24146,217.24146,0.015385843,1.2365383e-05,1.4208357e-10,0.0026564752,0.008252669,-9.770614,0.0004366983,-0.0019553897,-0.0014346762,14.673628,14.673628
16923000,1310996,1310996,0,0,0,0,0,217.68013,217.68013,217.68013,217.68013,0.013030411,1.0110506e-05,1.0833586e-10,-0.005098334,-0.0023188933,-9.760684,-0.0013714829,0.00080405903,0.00033823997,14.671981,14.671981
17960000,1310996,1310996,0,0,0,0,0,217.39633,217.39633,217.39633,217.39633,0.016806388,1.085967e-05,1.1315315e-10,0.008407833,0.006388616,-9.345697,0.004553811,-0.0035796594,-0.00047860394,14.670799,14.670799
18923000,1310996,1310996,0,0,0,0,0,217.61864,217.61864,217.61864,217.61864,0.015301214,1.189814e-05,1.3190424e-10,-0.0077055986,-0.0040510283,-9.859247,-0.002099542,0.00035019164,0.0008277542,14.671284,14.671284
19943000,1310996,1310996,0,0,0,0,0,218.0659,218.0659,218.0659,218.0659,0.0132931145,1.0558969e-05,1.2035306e-10,-0.0049393983,0.0084450785,-9.817469,0.0039766966,-0.0048111794,-0.00071271823,14.671233,14.671233
21003000,1310996,1310996,0,0,0,0,0,218.50879,218.50879,218.50879,218.50879,0.01415973,1.0980806e-05,1.0920088e-10,0.00570279,-0.005172141,-9.805111,-0.005102752,-0.0043944395,-0.00045779572,14.671231,14.671231
21996000,1310996,1310996,0,0,0,0,0,218.73087,218.73087,218.73087,218.73087,0.015051194,1.3642148e-05,1.5982579e-10,-0.008795666,-0.0077465717,-9.810744,0.004471867,0.0023141373,-0.0007580956,14.670881,14.670881
22912000,1310996,1310996,0,0,0,0,0,218.73087,218.73087,218.73087,218.73087,0.01374068,1.0911004e-05,1.1605616e-10,-0.003124015,-0.009333604,-9.783418,-0.0030902568,-0.007829979,-6.239729e-05,14.67092,14.67092
