timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
728000,728000,3.5474121e-12,1.8211786e-06,0.008624299,6.4518795e-06,0.00038748104,2.3391408e-06,512,0,0.70622146,3.5000029,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
739000,739000,3.5224375e-12,1.8180714e-06,0.008658969,6.178603e-06,0.00045300135,7.5545895e-06,512,0,0.7097526,3.5000114,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
923000,923000,4.655501e-12,2.2832266e-06,0.0117606465,3.059337e-05,0.0013217861,0.00767942,512,0,1.3943716,1.7506394,0.0,nan,nan,0.0018378623,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1130000,1130000,4.8253172e-12,2.392965e-06,0.011630139,1.0368231e-05,0.0005430899,0.0016049136,512,0,1.2425277,1.2405354,0.0,nan,nan,0.00035714882,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1331000,1331000,5.1556875e-12,2.6327389e-06,0.012622209,1.8979587e-06,0.00033806486,0.0030423931,512,0,0.9972619,1.0183483,0.0,nan,nan,0.0009633984,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1524000,1524000,5.574386e-12,2.7648805e-06,0.014457557,4.59604e-06,0.0005451464,0.0015187158,512,0,0.8408035,0.8909395,0.0,nan,nan,0.0008710927,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1728000,1728000,5.024139e-12,2.6792545e-06,0.014006338,1.46741395e-05,0.0007203744,0.0009949682,512,0,0.73724353,0.8098946,0.0,nan,nan,0.00058429246,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1927000,1927000,5.6857206e-12,2.7786941e-06,0.013777079,2.6972164e-05,0.0006396313,0.00070329465,512,0,0.70090395,0.7599413,0.0,nan,nan,0.00010874342,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2124000,2124000,7.0208045e-12,3.0117073e-06,0.01416932,5.3434742e-05,0.00086720637,0.0019377858,512,0,0.66851664,0.7277826,0.0,nan,nan,0.00070873677,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2328000,2328000,6.7175293e-12,3.0294761e-06,0.014301134,9.533471e-05,0.0012754395,0.002849644,512,0,0.67537636,0.7141006,0.0,nan,nan,0.0007658833,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2533000,2533000,6.669751e-12,3.0103743e-06,0.013608051,9.764394e-05,0.0012333448,0.0023132546,512,0,0.68385696,0.7088435,0.0,nan,nan,0.00010587883,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2728000,2728000,6.4052704e-12,2.9670778e-06,0.0135295205,8.63968e-05,0.0016149955,0.0036175584,512,0,0.68105036,0.7230483,0.0,nan,nan,0.00058805506,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2931000,2931000,6.7806307e-12,3.0905042e-06,0.013965747,4.398405e-05,0.0015476192,0.00350947,512,0,0.6899793,0.73370934,0.0,nan,nan,0.0025709057,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3121000,3121000,6.3644368e-12,3.0718256e-06,0.015033248,8.9331385e-05,0.0017118071,0.003363168,512,0,0.65641767,0.73528093,0.0,nan,nan,0.00043454807,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3332000,3332000,6.0619886e-12,2.9332673e-06,0.014817417,0.00010111245,0.0020665277,0.0035450258,512,0,0.6653785,0.7527948,0.0,nan,nan,0.00035529825,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3527000,3527000,5.326494e-12,2.8752818e-06,0.016249266,8.591005e-05,0.0015278503,0.0019644292,512,0,0.6324004,0.7759747,0.0,nan,nan,0.0009092256,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
