timestamp,load,ram_usage
1508000,0.0,0.8736459
2008000,0.0,0.8748559
2511000,0.04,0.8739762
3008000,0.02,0.87355435
3508000,0.02,0.87308085
4008000,0.0,0.8728138
4512000,0.04,0.872154
5012000,0.0,0.8715108
5512000,0.0,0.8708412
6012000,0.0,0.87001455
6511000,0.0,0.86903924
7011000,0.0,0.8681706
7511000,0.0,0.86744654
8008000,0.0,0.86670095
8512000,0.0,0.8659614
9012000,0.0,0.8653606
9513000,0.0,0.86524624
10012000,0.0,0.8653995
10512000,0.0,0.8632311
11011000,0.0,0.86315835
11508000,0.02,0.86162305
12013000,0.0,0.861236
12512000,0.1,0.86039746
13011000,0.0,0.860157
13511000,0.0,0.8605622
14008000,0.0,0.8608659
14510000,0.0,0.8604437
15011000,0.0,0.86007077
15511000,0.0,0.8593437
16008000,0.0,0.85933995
16508000,0.0,0.8592083
17008000,0.0,0.85918576
17511000,0.0,0.8590875
18008000,0.0,0.85913104
18508000,0.04,0.858652
19008000,0.02,0.85751224
19508000,0.0,0.85685927
20011000,0.0,0.8569111
20512000,0.0,0.8564615
21011000,0.02,0.8562311
21512000,0.0,0.8560729
22011000,0.0,0.8559044
22511000,0.0,0.85547453
23008000,0.0,0.85550404
23511000,0.0,0.8553331
24008000,0.0,0.8552892
24508000,0.04,0.8550378
25008000,0.04,0.8548236
25508000,0.0,0.8542949
26008000,0.04,0.85503095
26508000,0.0,0.85488737
27013000,0.0,0.8548942
27512000,0.02,0.85478824
28008000,0.04,0.8547524
28512000,0.0,0.8543853
29013000,0.0,0.85447437
29512000,0.0,0.8547516
30011000,0.0,0.85468084
30508000,0.02,0.85423774
31011000,0.0,0.8544823
31508000,0.0,0.85401464
32012000,0.0,0.8533601
32508000,0.0,0.8528257
33011000,0.0,0.85297763
33508000,0.0,0.8529559
34008000,0.0,0.8528333
34513000,0.0,0.8525792
35008000,0.04,0.8526665
35511000,0.0,0.8524714
36011000,0.02,0.85276693
36508000,0.06,0.8523657
37008000,0.04,0.8523456
37512000,0.0,0.85207254
38012000,0.0,0.852168
38508000,0.0,0.85172546
39011000,0.0,0.8520321
39511000,0.0,0.8520294
40013000,0.0,0.8521968
40508000,0.02,0.8529859
41013000,0.0,0.85259503
41511000,0.0,0.85242915
42008000,0.0,0.8524484
42508000,0.0,0.8521114
43008000,0.0,0.8523202
43508000,0.0,0.85231876
44008000,0.0,0.85245043
