timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
787000,787000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003000,1003000,0.0,0.0,0.0,1.795772e-05,6.997822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036102295,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503000,1503000,0.0,0.0,0.0,0.00043037054,0.00041254272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008300781,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992000,1992000,0.0,0.0,0.0,0.0004832031,0.0013252501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008277893,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497000,2497000,0.0,0.0,0.0,0.00065355486,0.0018205356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027698517,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000,3000000,0.0,0.0,0.0,-0.00032961956,0.0006623959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027462006,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500000,3500000,0.0,0.0,0.0,-0.00043117884,-0.00091007195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012390137,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3999000,3999000,0.0,0.0,0.0,0.0002959521,-0.001533645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03214264,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4497000,4484000,0.0,0.0,0.0,0.0011917667,-0.00074597244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013561249,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003000,4988000,0.0,0.0,0.0,0.0006588191,0.0011215484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052009583,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500000,5483000,0.0,0.0,0.0,0.00011967257,0.0007054323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024356842,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6003000,5992000,0.0,0.0,0.0,-0.0007028317,-0.0010990123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011646271,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6504000,6504000,0.0,0.0,0.0,-0.0014066614,-0.0018207676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013385773,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6999000,6999000,0.0,0.0,0.0,-0.0020269642,-0.0014235898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01763153,0.0,0.0,nan,0.0,0.0,-0.0006308183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7496000,7496000,0.0,0.0,0.0,-0.0026163906,-0.0009460853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014896393,0.0,0.0,nan,0.0,0.0,0.004943586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
