timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
923000,1310988,1310988,0,0,0,0,0,233.0508,233.0508,233.0508,233.0508,0.013635833,2.533754e-06,5.039479e-12,0.0027362308,-0.0022800216,-9.797644,0.0002536344,0.00010145376,-5.072688e-05,14.675373,14.675373
1931000,1310988,1310988,0,0,0,0,0,233.0508,233.0508,233.0508,233.0508,0.013832988,2.798059e-06,5.7402486e-12,0.006983088,-0.004588716,-9.779316,0.00011096505,0.00017754408,0.00013315806,14.675404,14.675404
2948000,1310988,1310988,0,0,0,0,0,233.0508,233.0508,233.0508,233.0508,0.014059691,3.0899646e-06,6.6519117e-12,0.0027362306,-0.005928328,-9.790917,-0.0002536344,0.00022827096,2.5363444e-05,14.675365,14.675365
3963000,1310988,1310988,0,0,0,0,0,233.0508,233.0508,233.0508,233.0508,0.016048593,2.7444923e-06,5.2012726e-12,0.0074106245,0.0011402672,-9.797187,2.536344e-05,0.00022827096,-0.00015218064,14.675451,14.675451
4996000,1310988,1310988,0,0,0,0,0,220.04047,220.04047,220.04047,220.04047,0.01421489,2.9433106e-06,5.6858437e-12,-0.0013966181,-0.00987591,-9.812238,0.0,-6.657902e-05,-0.0002219301,14.675461,14.675461
5963000,1310988,1310988,0,0,0,0,0,219.5329,219.5329,219.5329,219.5329,0.016172046,3.0006768e-06,5.8897305e-12,0.0010474632,-0.0032918563,-9.803657,-0.00043276369,9.986854e-05,-0.00013315806,14.675517,14.675517
6977000,1310988,1310988,0,0,0,0,0,218.72238,218.72238,218.72238,218.72238,0.016795691,3.0754425e-06,6.2676947e-12,-0.0075090867,0.007835741,-9.812418,-0.00033894778,9.6842225e-05,-4.8421112e-05,14.675576,14.675576
7952000,1310988,1310988,0,0,0,0,0,217.29662,217.29662,217.29662,217.29662,0.015489305,3.171389e-06,7.790412e-12,-0.012841626,-0.00043513885,-9.774111,-0.0002663161,-9.684222e-05,-0.0002905267,14.675411,14.675411
8923000,1310988,1310988,0,0,0,0,0,217.06926,217.06926,217.06926,217.06926,0.015410326,3.0582025e-06,7.1195268e-12,-0.0053088823,0.00687049,-9.814666,6.947377e-05,-9.263169e-05,-9.263169e-05,14.675464,14.675464
9956000,1310988,1310988,0,0,0,0,0,217.04933,217.04933,217.04933,217.04933,0.015169257,3.0356027e-06,6.4524458e-12,0.00062457443,-0.003226797,-9.773965,-6.947377e-05,-2.3157918e-05,-0.000301053,14.675429,14.675429
10975000,1310988,1310988,0,0,0,0,0,216.79556,216.79556,216.79556,216.79556,0.01666817,3.0838996e-06,6.8689386e-12,-0.01415702,-0.0018735522,-9.7987385,-6.947377e-05,0.0002084213,-2.315792e-05,14.675487,14.675487
11948000,1310988,1310988,0,0,0,0,0,217.2414,217.2414,217.2414,217.2414,0.01501524,2.803994e-06,5.9778298e-12,0.0016759413,0.0015564022,-9.793483,-0.000106526444,7.989484e-05,5.3263222e-05,14.67531,14.67531
12967000,1310988,1310988,0,0,0,0,0,217.2414,217.2414,217.2414,217.2414,0.014729408,3.052137e-06,6.473466e-12,-0.0066384696,-0.003046995,-9.794352,0.00016947389,2.9578772e-12,-0.00016947389,14.675485,14.675485
13937000,1310988,1310988,0,0,0,0,0,217.02989,217.02989,217.02989,217.02989,0.015670665,3.5497155e-06,1.1340111e-11,0.007068596,0.0075248047,-9.780086,-0.00091308384,0.0008877204,-5.0726867e-05,14.675523,14.675523
14983000,1310988,1310988,0,0,0,0,0,217.26631,217.26631,217.26631,217.26631,0.01572492,1.1440581e-05,1.0704151e-10,-0.008639946,-0.003643163,-10.744657,0.013315806,-0.0028252667,0.0042610583,14.675171,14.675171
15908000,1310988,1310988,0,0,0,0,0,217.23602,217.23602,217.23602,217.23602,0.015374565,1.0284252e-05,8.658684e-11,0.0014573401,0.00801554,-9.766885,0.00044000044,-0.0014126333,-0.00092631695,14.673628,14.673628
16923000,1310988,1310988,0,0,0,0,0,217.67488,217.67488,217.67488,217.67488,0.013028759,7.782371e-06,5.819901e-11,-0.004892499,-0.0013530735,-9.7563715,-0.00097263284,0.00083368516,0.0003242109,14.671981,14.671981
17960000,1310988,1310988,0,0,0,0,0,217.39174,217.39174,217.39174,217.39174,0.016789107,8.054399e-06,4.7641613e-11,0.008678982,0.004988084,-9.378089,0.0041279,-0.0030848281,-0.0003107022,14.670799,14.670799
18923000,1310988,1310988,0,0,0,0,0,217.61421,217.61421,217.61421,217.61421,0.015284758,9.870798e-06,7.2400266e-11,-0.0071826046,-0.0034823036,-9.858452,-0.0017189495,0.00024210547,0.00060526386,14.671284,14.671284
19943000,1310988,1310988,0,0,0,0,0,218.06143,218.06143,218.06143,218.06143,0.013273804,8.452936e-06,6.1993494e-11,-0.00576785,0.008053394,-9.81514,0.0036073728,-0.0041400054,-0.0004600007,14.671233,14.671233
21003000,1310988,1310988,0,0,0,0,0,218.50443,218.50443,218.50443,218.50443,0.0141420765,8.664215e-06,5.42113e-11,0.0058857454,-0.0050875084,-9.801763,-0.0044607953,-0.003972549,-0.00015535114,14.671231,14.671231
21996000,1310988,1310988,0,0,0,0,0,218.72652,218.72652,218.72652,218.72652,0.015041946,1.13962515e-05,9.3704336e-11,-0.0070785084,-0.00676605,-9.809877,0.0040294784,0.0019221074,-0.00057894806,14.670881,14.670881
22912000,1310988,1310988,0,0,0,0,0,218.72652,218.72652,218.72652,218.72652,0.013719137,8.280936e-06,6.221455e-11,-0.0039177835,-0.007944226,-9.782164,-0.0026631614,-0.0072389557,-0.00012105291,14.67092,14.67092
23955000,1310988,1310988,0,0,0,0,0,218.94693,218.94693,218.94693,218.94693,0.0154213635,1.0138401e-05,7.0110744e-11,0.004580212,0.019570168,-9.823931,-0.00048631636,-0.005002112,-0.00055579026,14.670628,14.670628
24972000,1310988,1310988,0,0,0,0,0,218.94693,218.94693,218.94693,218.94693,0.014882781,9.268924e-06,6.224109e-11,-0.010201382,-0.003955466,-9.819871,-0.0068547456,0.0025705295,6.947381e-05,14.670861,14.670861
25992000,1310988,1310988,0,0,0,0,0,218.94693,218.94693,218.94693,218.94693,0.016347948,1.1177413e-05,7.5753105e-11,-0.004429273,-0.002274321,-9.78199,-0.004527374,0.0031957931,0.00018642134,14.670691,14.670691
26957000,1310988,1310988,0,0,0,0,0,219.17491,219.17491,219.17491,219.17491,0.014981888,9.750331e-06,5.882383e-11,-0.004892499,-0.0014571695,-9.790412,-0.0009031591,-0.009193695,0.00039368452,14.6707535,14.6707535
28000000,1310988,1310988,0,0,0,0,0,219.39569,219.39569,219.39569,219.39569,0.01261069,7.3187744e-06,4.8826387e-11,-0.002602394,0.0073909666,-9.772923,0.0015747388,-0.0013894755,-9.2631715e-05,14.670599,14.670599
28907000,1310988,1310988,0,0,0,0,0,219.39569,219.39569,219.39569,219.39569,0.015397279,1.0308652e-05,7.039783e-11,0.009804826,-0.0033061078,-9.799697,0.0026631614,-0.0049712346,-2.5363528e-05,14.670873,14.670873
29928000,1310988,1310988,0,0,0,0,0,219.39569,219.39569,219.39569,219.39569,0.013123316,9.428613e-06,7.9204185e-11,0.004135439,-0.0022852032,-9.804039,-0.00048421114,0.0065852716,-0.00031473712,14.670682,14.670682
30923000,1310988,1310988,0,0,0,0,0,219.62227,219.62227,219.62227,219.62227,0.012670692,8.7718845e-06,6.037582e-11,-0.00041638187,-0.0031227004,-9.82341,-0.0022463186,-0.004631585,0.00013894745,14.67096,14.67096
31956000,1310988,1310988,0,0,0,0,0,219.84561,219.84561,219.84561,219.84561,0.014675679,6.452821e-06,4.1816144e-11,-0.0062031583,-0.003917613,-9.808609,9.6842225e-05,0.0018400023,0.0004600006,14.670922,14.670922
32995000,1310988,1310988,0,0,0,0,0,219.53868,219.53868,219.53868,219.53868,0.014870388,8.808731e-06,6.406508e-11,-0.004059734,-0.003747275,-9.780627,6.947377e-05,-0.00076421147,-0.00027789507,14.67084,14.67084
33988000,1310988,1310988,0,0,0,0,0,219.76173,219.76173,219.76173,219.76173,0.0138041545,7.2752823e-06,5.2493995e-11,0.0020521728,-0.005130262,-9.800836,0.0050473255,0.0020798023,7.609036e-05,14.670798,14.670798
35003000,1310988,1310988,0,0,0,0,0,219.76173,219.76173,219.76173,219.76173,0.014789751,7.3541487e-06,4.923583e-11,0.003155994,0.011753525,-9.79642,-0.0015010543,0.0019368443,2.421059e-05,14.67075,14.67075
35960000,1310988,1310988,0,0,0,0,0,219.5412,219.5412,219.5412,219.5412,0.015209135,9.553407e-06,6.446317e-11,-0.0010534484,0.00047901124,-9.780888,0.0021092237,-0.0021944449,0.00027696873,14.670862,14.670862
36983000,1310988,1310988,0,0,0,0,0,219.5412,219.5412,219.5412,219.5412,0.0145773385,6.3926027e-06,3.901366e-11,0.000979446,-0.009903117,-9.809697,0.002106318,-0.0024210557,0.0001452633,14.670849,14.670849
37901000,1310988,1310988,0,0,0,0,0,219.5412,219.5412,219.5412,219.5412,0.0146530075,7.208013e-06,4.4026248e-11,-0.0034476502,-0.016855009,-9.8001375,0.00055393757,0.0061572287,8.522126e-05,14.670957,14.670957
