timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
2312000,1310988,1310988,1310996,1311004,0,0.0016943972,0.0013644873,0.0013691923,0.0,1310988,1310988,1310996,1311004,0,8.575645e-05,3.3041822e-05,9.081851e-05,0.0,1,1,1,0,1,1,1,0
2511000,1310988,1310988,1310996,1311004,0,0.0020739266,0.002286081,0.0014774763,0.0,1310988,1310988,1310996,1311004,0,0.00015907397,5.602583e-05,0.00020291816,0.0,1,1,1,0,1,1,1,0
2715000,1310988,1310988,1310996,1311004,0,0.002073369,0.0017352068,0.00043320793,0.0,1310988,1310988,1310996,1311004,0,0.00024697997,9.760641e-05,0.00016511825,0.0,1,1,1,0,1,1,1,0
2911000,1310988,1310988,1310996,1311004,0,0.00340416,0.0011363017,0.0022821208,0.0,1310988,1310988,1310996,1311004,0,0.00016997948,5.752154e-05,0.000119010794,0.0,1,1,1,0,1,1,1,0
3111000,1310988,1310988,1310996,1311004,0,0.0036827247,0.001132716,0.0036865927,0.0,1310988,1310988,1310996,1311004,0,5.442469e-05,4.4809596e-05,3.1199233e-05,0.0,1,1,1,0,1,1,1,0
3312000,1310988,1310988,1310996,1311004,0,0.0011887384,0.0018765713,0.0007054131,0.0,1310988,1310988,1310996,1311004,0,0.00014654199,4.9148097e-05,0.00010115568,0.0,1,1,1,0,1,1,1,0
3511000,1310988,1310988,1310996,1311004,0,0.0019512947,0.0029879743,0.0011982534,0.0,1310988,1310988,1310996,1311004,0,3.6061578e-05,7.352485e-05,6.466339e-05,0.0,1,1,1,0,1,1,1,0
3712000,1310988,1310988,1310996,1311004,0,0.0012140088,0.0006829048,0.001706537,0.0,1310988,1310988,1310996,1311004,0,7.570744e-05,3.942051e-05,8.798226e-05,0.0,1,1,1,0,1,1,1,0
3916000,1310988,1310988,1310996,1311004,0,0.0017932632,0.00031315457,0.0018093842,0.0,1310988,1310988,1310996,1311004,0,5.9612186e-05,0.00013076272,0.0001217057,0.0,1,1,1,0,1,1,1,0
4112000,1310988,1310988,1310996,1311004,0,0.0023477378,0.0032341767,0.0009998528,0.0,1310988,1310988,1310996,1311004,0,0.00010908377,8.209164e-05,6.855235e-05,0.0,1,1,1,0,1,1,1,0
4340000,1310988,1310988,1310996,1311004,0,0.0016448337,0.0014498828,0.0010965996,0.0,1310988,1310988,1310996,1311004,0,0.00015332505,0.000111960806,7.106056e-05,0.0,1,1,1,0,1,1,1,0
4512000,1310988,1310988,1310996,1311004,0,0.0036279329,0.0012689101,0.0024020267,0.0,1310988,1310988,1310996,1311004,0,7.481056e-05,0.00014647511,0.00010472152,0.0,1,1,1,0,1,1,1,0
4711000,1310988,1310988,1310996,1311004,0,0.0029397358,0.0009981345,0.0024505248,0.0,1310988,1310988,1310996,1311004,0,0.00012834286,0.00013751752,4.531752e-05,0.0,1,1,1,0,1,1,1,0
4911000,1310988,1310988,1310996,1311004,0,0.0017573747,0.0015447428,0.0012610729,0.0,1310988,1310988,1310996,1311004,0,0.00011215654,6.714859e-05,7.949154e-05,0.0,1,1,1,0,1,1,1,0
5115000,1310988,1310988,1310996,1311004,0,0.0020550892,0.001091672,0.0013083644,0.0,1310988,1310988,1310996,1311004,0,0.00016660085,5.2597064e-05,0.00015402288,0.0,1,1,1,0,1,1,1,0
5317000,1310988,1310988,1310996,1311004,0,0.0011990427,0.0023323337,0.001498286,0.0,1310988,1310988,1310996,1311004,0,4.5786306e-05,5.710296e-05,4.6684123e-05,0.0,1,1,1,0,1,1,1,0
5512000,1310988,1310988,1310996,1311004,0,0.0024582404,0.0016642419,0.0011716486,0.0,1310988,1310988,1310996,1311004,0,9.542778e-05,9.47828e-05,4.7919075e-05,0.0,1,1,1,0,1,1,1,0
5717000,1310988,1310988,1310996,1311004,0,0.0018152791,0.0008142075,0.0017376904,0.0,1310988,1310988,1310996,1311004,0,8.1534876e-05,6.418712e-05,6.4942375e-05,0.0,1,1,1,0,1,1,1,0
5917000,1310988,1310988,1310996,1311004,0,0.0023082895,0.001851266,0.0008205463,0.0,1310988,1310988,1310996,1311004,0,0.00020749816,0.000119421005,0.000107085805,0.0,1,1,1,0,1,1,1,0
6116000,1310988,1310988,1310996,1311004,0,0.0021143572,0.0014293311,0.0017468852,0.0,1310988,1310988,1310996,1311004,0,4.0325955e-05,7.224672e-05,6.435842e-05,0.0,1,1,1,0,1,1,1,0
6315000,1310988,1310988,1310996,1311004,0,0.00089469453,0.001379269,0.0013592298,0.0,1310988,1310988,1310996,1311004,0,5.7170484e-05,0.00010706863,6.6233886e-05,0.0,1,1,1,0,1,1,1,0
6515000,1310988,1310988,1310996,1311004,0,0.0021697194,0.002029253,0.0003741588,0.0,1310988,1310988,1310996,1311004,0,9.487609e-05,7.4949e-05,4.582248e-05,0.0,1,1,1,0,1,1,1,0
6712000,1310988,1310988,1310996,1311004,0,0.0010424076,0.0015856421,0.0007500923,0.0,1310988,1310988,1310996,1311004,0,0.00012792253,7.5535034e-05,8.35869e-05,0.0,1,1,1,0,1,1,1,0
6912000,1310988,1310988,1310996,1311004,0,0.0027337703,0.002582806,0.0014875383,0.0,1310988,1310988,1310996,1311004,0,8.300719e-05,3.8850496e-05,8.778708e-05,0.0,1,1,1,0,1,1,1,0
7119000,1310988,1310988,1310996,1311004,0,0.0024706183,0.0012847612,0.0017315526,0.0,1310988,1310988,1310996,1311004,0,2.1219006e-05,9.906523e-05,0.00011270724,0.0,1,1,1,0,1,1,1,0
7311000,1310988,1310988,1310996,1311004,0,0.0026822756,0.00088457414,0.0030432255,0.0,1310988,1310988,1310996,1311004,0,0.00023917759,8.411511e-05,0.00022579455,0.0,1,1,1,0,1,1,1,0
7511000,1310988,1310988,1310996,1311004,0,0.002325577,0.00080687075,0.0018013947,0.0,1310988,1310988,1310996,1311004,0,0.00013081038,5.338094e-05,8.8343346e-05,0.0,1,1,1,0,1,1,1,0
7720000,1310988,1310988,1310996,1311004,0,0.0017742001,0.0007461604,0.0022177661,0.0,1310988,1310988,1310996,1311004,0,0.00010869924,3.947462e-05,7.742708e-05,0.0,1,1,1,0,1,1,1,0
