timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
1003000,1003000,0.9980277,0.0003174676,-0.00013516741,0.06277495,0.00025026954,0.00018649249,0.0016099662,3.099939e-06,1.2604694e-05,0.007320002,4.5833608e-11,-1.1272278e-11,-7.0021846e-15,0.0,0.0,1.0308978e-08,0.27745682,2.386514e-09,0.4732174,0.0,0.0,0.0,0.0,0.0,7.758279e-06,0.0025961967,0.0025961965,0.0019609209,9.560909,9.560909,0.20427664,0.22042896,0.22042896,2.4523695,9.999993e-07,9.999993e-07,9.939845e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2003000,2003000,0.9980268,0.00028023066,-0.0001149556,0.06279063,0.0015499265,0.0056056343,0.013716966,0.00038218696,0.0014693093,0.018410612,1.5365246e-07,-1.1384681e-07,2.8647987e-11,0.0,0.0,2.1070475e-08,0.27745682,2.386514e-09,0.4732174,0.0,0.0,0.0,0.0,0.0,4.26872e-06,0.0053167925,0.005316793,0.0010782679,1.1405189,1.140519,0.24386181,0.261377,0.26137704,0.58356357,9.888022e-07,9.888022e-07,6.204353e-07,4.0000004e-06,4.0000004e-06,3.990354e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2987000,2987000,0.9980269,-6.2750754e-05,7.79762e-07,0.0627887,-0.0024127788,-0.0020058423,0.017813161,-0.0004885966,-3.3833116e-05,0.02218065,2.0943628e-06,-7.8252475e-07,8.388281e-11,0.0,0.0,8.361358e-06,0.27745682,2.386514e-09,0.4732174,0.0,0.0,0.0,0.0,0.0,3.723168e-06,0.0048985723,0.0048985793,0.0009406148,1.2180542,1.2180539,0.29728517,0.23906316,0.23906314,0.535872,6.4279646e-07,6.4279675e-07,2.1922159e-07,4.0000004e-06,4.0000004e-06,3.823276e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3999000,3999000,0.99802816,-2.1358936e-05,-5.1985477e-05,0.062767826,0.0029418492,-0.0013951268,0.01865647,0.0004499693,-0.0007183422,0.027881773,9.457145e-07,-7.700205e-08,4.6580507e-11,0.0,0.0,2.4956871e-05,0.27745682,2.386514e-09,0.4732174,0.0,0.0,0.0,0.0,0.0,2.8562092e-06,0.0025064037,0.0025064067,0.00072207896,0.7419532,0.7419527,0.30146313,0.19463325,0.19463323,0.6426256,2.7858505e-07,2.7858565e-07,8.206321e-08,4.0000004e-06,4.0000004e-06,3.2440066e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5003000,4988000,0.9980281,-9.468568e-05,0.00018468815,0.06276903,0.0006947338,0.0025175666,0.012179032,0.00041541268,0.00079160894,0.027470205,9.744723e-07,-1.4590694e-06,2.2914998e-10,0.0,0.0,4.120417e-05,0.27745682,2.386514e-09,0.4732174,0.0,0.0,0.0,0.0,0.0,2.2625995e-06,0.0013127537,0.0013127588,0.00057198654,0.48766315,0.487662,0.26114196,0.15200049,0.15200043,0.6729958,1.04415285e-07,1.04415676e-07,3.848897e-08,4.0000004e-06,4.0000004e-06,2.4644e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6003000,5992000,0.998026,-0.00017797951,0.00027535544,0.06280137,-0.0025042207,-0.0043043625,0.010335063,-0.0004130114,-0.0009751842,0.02250586,9.679499e-07,-1.5104462e-06,1.9740919e-10,0.0,0.0,5.7395184e-05,0.27745682,2.386514e-09,0.4732174,0.0,0.0,0.0,0.0,0.0,1.8557815e-06,0.0006478669,0.0006478694,0.00046894763,0.33081156,0.33081058,0.21052557,0.13087086,0.13087077,0.6260716,3.565419e-08,3.565447e-08,2.0711497e-08,4.0000004e-06,4.0000004e-06,1.7348714e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6999000,6999000,0.99999934,-9.645139e-05,0.0002642286,-0.0010945094,-0.00388424,-0.0018192995,0.0051036105,-0.001177704,-0.00094029715,0.025995055,1.4675837e-07,-7.613871e-07,-1.2557866e-10,0.0,0.0,6.1300976e-05,0.2751208,-0.034620922,0.4731863,0.0,0.0,0.0,0.0,0.0,1.5798381e-06,0.00030166388,0.00030166685,0.0025714906,0.20878652,0.20878612,0.14395024,0.109595686,0.10959563,0.5923156,1.2219247e-08,1.22195e-08,1.2653327e-08,4.0000004e-06,4.0000004e-06,1.4412453e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
7998000,7998000,0.999998,-0.00012654293,0.00021212654,-0.0020476626,-0.008415014,-0.0030570577,0.003155932,-0.0025011622,-0.0009604942,0.023189515,-6.892931e-08,1.4364067e-08,3.512993e-07,0.0,0.0,6.182533e-05,0.2751208,-0.034620922,0.4731863,0.0,0.0,0.0,0.0,0.0,1.4499248e-06,0.00027892977,0.000278932,0.00042227274,0.12766257,0.12766197,0.10104216,0.08258325,0.082583174,0.5313317,5.6700182e-09,5.6702327e-09,1.2547418e-08,4.0000004e-06,4.0000004e-06,1.4367117e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8995000,8995000,0.9999986,-5.5798035e-05,-9.761445e-06,-0.0017029106,-0.0051960307,-0.0029485808,0.005603306,-0.0038904066,-0.00224321,0.023314409,-2.2299614e-07,4.792502e-07,-7.32383e-08,0.0,0.0,6.339811e-05,0.2751208,-0.034620922,0.4731863,0.0,0.0,0.0,0.0,0.0,1.4415964e-06,0.00015977229,0.00015977387,0.00026147612,0.18580945,0.18580842,0.10478982,0.12113027,0.12112995,0.47966066,4.746513e-09,4.7467132e-09,1.198697e-08,4.0000004e-06,4.0000004e-06,1.397413e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
9996000,9996000,0.99999905,3.7326358e-06,-9.509208e-05,-0.0013680714,0.0016556302,-0.0011758364,-0.0016518012,-0.0008119395,-0.000820924,0.022096807,-2.6981203e-07,5.4019074e-07,-9.194646e-07,0.0,0.0,6.594863e-05,0.2751208,-0.034620922,0.4731863,0.0,0.0,0.0,0.0,0.0,1.4409177e-06,5.8509126e-05,5.8511152e-05,0.00022276703,0.1090894,0.10908861,0.124092415,0.10503903,0.10503881,0.46950766,4.6966577e-09,4.696855e-09,1.08041185e-08,4.0000004e-06,4.0000004e-06,1.2775442e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
