timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
515000,515000,1311004,1311004,3.0818808e-06,3.67646e-06,6.9005623e-06,-6.864295e-05,1.1129209e-05,-0.039035767,4000,4000,0,0
1003000,1003000,1311004,1311004,3.6139236e-06,2.894692e-07,-7.3914553e-06,-5.4146694e-05,0.00012354724,-0.039074432,4000,4000,0,0
1503000,1503000,1311004,1311004,-3.383666e-06,3.9628917e-06,1.3730332e-06,3.5562167e-05,3.2254602e-06,-0.0391223,4000,4000,0,0
2003000,2003000,1311004,1311004,7.418821e-07,3.6079762e-06,7.6077918e-06,-0.00013103451,-6.8819034e-05,-0.049144305,5000,5000,0,0
2503000,2503000,1311004,1311004,-6.798359e-06,1.0271826e-05,-2.6538917e-06,-1.800594e-05,-6.765317e-05,-0.05854018,6000,6000,0,0
3000000,3000000,1311004,1311004,-3.831105e-06,7.818377e-06,6.713006e-06,-8.612888e-05,-1.6913684e-05,-0.068232946,7000,7000,0,0
3500000,3500000,1311004,1311004,4.316764e-06,9.239332e-06,3.2103524e-06,0.00010977386,-9.0475434e-05,-0.049111713,5000,5000,0,0
4004000,4004000,1311004,1311004,-1.2949183e-06,-2.2417983e-06,4.4241806e-06,0.00014881963,0.00021841856,-0.049080208,5000,5000,0,0
4503000,4488000,1311004,1311004,2.8377415e-06,-5.597585e-07,6.346366e-07,0.00010114576,-2.2004428e-05,-0.03949852,4000,4000,0,0
5003000,4992000,1311004,1311004,4.558903e-06,9.752172e-07,-3.3407338e-07,9.689315e-05,5.328359e-05,-0.038932413,4000,4000,0,0
5500000,5483000,1311004,1311004,9.646016e-07,-1.05086706e-07,1.962667e-06,3.955661e-05,1.09509065e-05,-0.03918003,4000,4000,0,0
6003000,5992000,1311004,1311004,-3.8310054e-07,1.8525535e-06,1.4630282e-06,-1.7878407e-05,1.7014655e-06,-0.039195854,4000,4000,0,0
6504000,6504000,1311004,1311004,6.234472e-06,-3.456652e-06,-6.809939e-07,-0.00010813786,5.110832e-05,-0.04912193,5000,5000,0,0
6999000,6999000,1311004,1311004,-4.4100357e-06,-4.105679e-06,1.0310993e-06,3.8119968e-05,-2.7147687e-05,-0.029415496,3000,3000,0,0
7503000,7503000,1311004,1311004,-7.4915697e-06,6.932354e-06,-6.026194e-06,0.00014393897,2.4583245e-05,-0.03937902,4000,4000,0,0
8003000,8003000,1311004,1311004,8.16724e-07,2.3814225e-06,-5.6341673e-07,2.7562832e-05,-7.108824e-05,-0.049205676,5000,5000,0,0
8504000,8504000,1311004,1311004,-6.9855724e-07,3.2701503e-06,6.5011477e-06,-3.282067e-05,-2.871415e-05,-0.048870433,5000,5000,0,0
8995000,8995000,1311004,1311004,1.0575025e-06,1.1835896e-06,2.6674388e-06,-4.360771e-05,0.00014935494,-0.039442796,4000,4000,0,0
9504000,9504000,1311004,1311004,1.3495583e-07,-4.338296e-06,2.993599e-07,1.0855026e-05,-8.2998355e-05,-0.049038,5000,5000,0,0
10003000,10003000,1311004,1311004,2.4906985e-06,2.123221e-06,-2.1478083e-06,7.1520284e-05,-3.3136595e-05,-0.039199486,4000,4000,0,0
10503000,10503000,1311004,1311004,-1.9499362e-06,7.860579e-07,1.3549198e-06,-6.73436e-05,-9.909266e-05,-0.03936134,4000,4000,0,0
11000000,11000000,1311004,1311004,3.351424e-06,-2.070841e-06,-3.6504205e-06,3.581057e-05,2.33423e-06,-0.039061543,4000,4000,0,0
11503000,11503000,1311004,1311004,4.568908e-06,3.276157e-06,1.6224576e-06,-2.1773873e-05,-2.3126324e-05,-0.039087027,4000,4000,0,0
12003000,12003000,1311004,1311004,1.4290804e-06,-2.446157e-07,1.7121648e-06,3.4159904e-05,-5.0459854e-05,-0.03906311,4000,4000,0,0
12503000,12503000,1311004,1311004,-8.5294805e-06,-2.7091676e-06,5.493875e-06,-0.0002332089,1.0867481e-05,-0.058694035,6000,6000,0,0
13001000,13001000,1311004,1311004,-7.165576e-06,-3.1001605e-07,-3.512732e-06,-4.920245e-05,-6.5504595e-05,-0.058662105,6000,6000,0,0
13503000,13503000,1311004,1311004,1.3540964e-06,-3.0881563e-06,6.082428e-06,-6.42477e-05,3.4950666e-05,-0.039475527,4000,4000,0,0
14001000,14001000,1311004,1311004,-1.6084932e-05,7.662324e-06,3.0837919e-06,-1.6361822e-06,0.00021175474,-0.048599906,5000,5000,0,0
14504000,14504000,1311004,1311004,-1.2991856e-05,-2.8523978e-06,3.1026289e-06,0.00015053122,0.00021650542,-0.048962716,5000,5000,0,0
15000000,15000000,1311004,1311004,6.627759e-05,-4.2845335e-05,2.9731389e-05,3.2994942e-06,4.6595054e-05,-0.049273208,5000,5000,0,0
