timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
787000,787000,0.0,0.0,0.0,100.25,100.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.270001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003000,1003000,0.0,0.0,0.0,1.3097007,1.3097007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.314957,0.0,0.0,nan,0.0,0.0,0.25813082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503000,1503000,0.0,0.0,0.0,0.7965795,0.7965795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213656,0.0,0.0,nan,0.0,0.0,0.2545319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992000,1992000,0.0,0.0,0.0,0.54727936,0.5472793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.851584,0.0,0.0,nan,0.0,0.0,0.25440612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497000,2497000,0.0,0.0,0.0,0.52024996,0.52025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.774026,0.0,0.0,nan,0.0,0.0,0.25425246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000,3000000,0.0,0.0,0.0,0.5601874,0.56018734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79344,0.0,0.0,nan,0.0,0.0,0.25382578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3492000,3492000,0.0,0.0,0.0,0.53756714,0.53756714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.851723,0.0,0.0,nan,0.0,0.0,0.25336456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3999000,3999000,0.0,0.0,0.0,0.522052,0.52205205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8907,0.0,0.0,nan,0.0,0.0,0.25293374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4497000,4484000,0.0,0.0,0.0,0.49597096,0.495971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9163475,0.0,0.0,nan,0.0,0.0,0.2526047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003000,4988000,0.0,0.0,0.0,0.48231524,0.4823152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.924828,0.0,0.0,nan,0.0,0.0,0.25231832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5483000,5472000,0.0,0.0,0.0,0.46002936,0.46002927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.925567,0.0,0.0,nan,0.0,0.0,0.25209668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6003000,5992000,0.0,0.0,0.0,0.43788543,0.4378854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.904988,0.0,0.0,nan,0.0,0.0,0.251901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6504000,6504000,0.0,0.0,0.0,0.4333647,0.4333647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.893976,0.0,0.0,nan,0.0,0.0,0.25174037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6999000,6999000,0.0,0.0,0.0,0.4166235,0.41662353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.872788,0.0,0.0,nan,0.0,0.0,0.10161295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7496000,7496000,0.0,0.0,0.0,0.3951187,0.39511877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.859653,0.0,0.0,nan,0.0,0.0,0.092941195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7998000,7998000,0.0,0.0,0.0,0.37302262,0.3730228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.848398,0.0,0.0,nan,0.0,0.0,0.09171979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8499000,8499000,0.0,0.0,0.0,0.3716349,0.37163514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.831958,0.0,0.0,nan,0.0,0.0,0.0912639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8995000,8995000,0.0,0.0,0.0,0.37674242,0.37674272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8098345,0.0,0.0,nan,0.0,0.0,0.09105831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9499000,9499000,0.0,0.0,0.0,0.37886757,0.3788678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.794867,0.0,0.0,nan,0.0,0.0,0.090953164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9996000,9996000,0.0,0.0,0.0,0.36877882,0.368779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.772597,0.0,0.0,nan,0.0,0.0,0.09090008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10499000,10499000,0.108763106,0.1087631,0.23102045,0.28810096,0.28810096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.629813,0.0,0.0,nan,0.0,0.0,0.090879604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000000,11000000,0.10591164,0.10591164,0.22039819,0.27397728,0.27397728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.549029,0.0,0.0,nan,0.0,0.0,0.09087663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11499000,11499000,0.106735095,0.10673512,0.21660666,0.269138,0.269138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.503365,0.0,0.0,nan,0.0,0.0,0.09087834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
