timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
515000,515000,-0.00013289641,-0.00010418462,-0.0002231323,0.0,0.0,0.0,0.0,-1.0
524000,524000,0.00011294409,-0.0001330158,5.5025117e-05,0.0,0.0,0.0,0.0,-1.0
572000,572000,5.599401e-05,0.00019589819,-2.9345e-05,0.0,0.0,0.0,0.0,-1.0
623000,619000,-4.1156967e-05,0.00022524003,-8.292957e-06,0.0,0.0,0.0,0.0,-1.0
667000,667000,0.00015953452,2.9787052e-05,9.914893e-05,0.0,0.0,0.0,0.0,-1.0
716000,716000,0.00014096343,5.6376684e-05,6.2588983e-06,0.0,0.0,0.0,0.0,-1.0
773000,773000,-0.00013888332,-4.269299e-06,3.1868272e-05,0.0,0.0,0.0,0.0,-1.0
820000,820000,2.6503825e-05,0.00012941848,6.0583105e-05,0.0,0.0,0.0,0.0,-1.0
871000,871000,-0.00022406985,5.2655316e-05,0.00010778361,0.0,0.0,0.0,0.0,-1.0
920000,920000,-0.0002454394,-9.775706e-05,-0.00021248711,0.0,0.0,0.0,0.0,-1.0
967000,967000,-0.00023372317,-0.00028091474,-3.957763e-05,0.0,0.0,0.0,0.0,-1.0
1010000,1010000,-7.713007e-05,0.00012163777,0.00019896879,0.0,0.0,0.0,0.0,-1.0
1068000,1068000,0.0004030038,0.00016808213,-2.2291773e-05,0.0,0.0,0.0,0.0,-1.0
1112000,1112000,-0.00013535637,0.00011287126,3.4560005e-06,0.0,0.0,0.0,0.0,-1.0
1165000,1165000,0.00011269562,-0.00015052031,-6.924862e-05,0.0,0.0,0.0,0.0,-1.0
1216000,1216000,0.0001317164,-8.950706e-05,4.242423e-05,0.0,0.0,0.0,0.0,-1.0
1268000,1268000,0.00033018686,-0.00022761461,0.0001246691,0.0,0.0,0.0,0.0,-1.0
1317000,1317000,-0.00024063441,4.5910834e-05,2.8141605e-05,0.0,0.0,0.0,0.0,-1.0
1368000,1368000,0.00015145306,7.068604e-05,1.1497966e-05,0.0,0.0,0.0,0.0,-1.0
1416000,1416000,0.00020048143,0.0002132016,-3.256689e-05,0.0,0.0,0.0,0.0,-1.0
1471000,1471000,-7.255189e-05,-9.7418866e-05,-0.000214035,0.0,0.0,0.0,0.0,-1.0
1516000,1516000,0.00029354345,0.00032209378,0.00021413759,0.0,0.0,0.0,0.0,-1.0
1568000,1568000,-0.00019370929,6.2988256e-05,-0.00010951517,0.0,0.0,0.0,0.0,-1.0
