timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
503000,495600,197388,0.27612945,-0.03472663,0.47292504,0
524000,515600,197388,0.2761067,-0.03433786,0.47221485,0
548000,539250,197388,0.2752023,-0.03193597,0.47233146,0
572000,561000,197388,0.27462152,-0.034142893,0.47185954,0
595000,585200,197388,0.27639958,-0.033942442,0.47442934,0
623000,608400,197388,0.2739758,-0.03543699,0.47312528,0
643000,633166,197388,0.27656364,-0.03405156,0.47290593,0
663000,655400,197388,0.2754975,-0.03610302,0.47314563,0
683000,675600,197388,0.27600065,-0.03397405,0.47373772,0
704000,696200,197388,0.2744218,-0.03225064,0.47277832,0
728000,719800,197388,0.27693513,-0.03443728,0.47261795,0
748000,739200,197388,0.27485314,-0.03347171,0.47342458,0
773000,761750,197388,0.27418417,-0.035050742,0.4744704,0
795000,786800,197388,0.27537426,-0.033198018,0.47449294,0
820000,808600,197388,0.2761267,-0.034219623,0.473581,0
840000,832250,197388,0.27528757,-0.032743696,0.4736699,0
863000,853500,197388,0.27578193,-0.03555469,0.47282225,0
883000,877000,197388,0.2737535,-0.03099147,0.47443137,0
903000,895400,197388,0.27492362,-0.03240817,0.47161674,0
923000,915750,197388,0.27430162,-0.034703605,0.47307056,0
943000,934000,197388,0.27609432,-0.03524205,0.47366336,0
963000,955600,197388,0.276126,-0.033813175,0.47474834,0
983000,975200,197388,0.27663496,-0.034884583,0.47361118,0
1003000,995600,197388,0.27646455,-0.033064555,0.47564897,0
1023000,1015000,197388,0.27587008,-0.032197367,0.47466388,0
1043000,1035600,197388,0.27724805,-0.033336278,0.47368214,0
1063000,1055200,197388,0.27519414,-0.03514004,0.47479668,0
1084000,1075800,197388,0.27474162,-0.032402318,0.4745476,0
1108000,1099250,197388,0.27561623,-0.03417255,0.47271156,0
1130000,1121166,197388,0.27662122,-0.033059813,0.47433448,0
1152000,1143600,197388,0.27529195,-0.034051247,0.47340915,0
1173000,1165000,197388,0.27452952,-0.03342428,0.47362047,0
1197000,1187750,197388,0.2749688,-0.03305191,0.47310966,0
1220000,1211800,197388,0.2752268,-0.031294998,0.47303018,0
1243000,1234400,197388,0.2765506,-0.032556187,0.47237846,0
1263000,1255800,197388,0.2751132,-0.03338961,0.47169605,0
1283000,1275200,197388,0.27607128,-0.0344898,0.47313783,0
1303000,1295400,197388,0.27412817,-0.032791715,0.4726386,0
1324000,1316200,197388,0.27421615,-0.03363906,0.47237012,0
1344000,1337750,197388,0.2740301,-0.033118207,0.47313353,0
1368000,1359400,197388,0.2754709,-0.03443837,0.47207722,0
1388000,1379400,197388,0.27417502,-0.033334386,0.47202584,0
1408000,1400250,197388,0.27438533,-0.03274564,0.47342372,0
1432000,1420600,197388,0.27514684,-0.03442236,0.47430554,0
1456000,1445600,197388,0.27609578,-0.03333131,0.4744486,0
1480000,1469000,197388,0.27465022,-0.03463874,0.4726975,0
1503000,1493333,197388,0.27489042,-0.031666026,0.4716688,0
1524000,1515800,197388,0.27624235,-0.033603415,0.47262213,0
1553000,1538500,197388,0.27344602,-0.034370065,0.47335958,0
1576000,1567400,197388,0.27472767,-0.035508864,0.4720984,0
1596000,1587600,197388,0.27460432,-0.033960667,0.47297692,0
1621000,1609500,197388,0.27557853,-0.033867322,0.4722209,0
1642000,1633250,197388,0.27624434,-0.034813263,0.4717203,0
1663000,1655400,197388,0.27577767,-0.034453325,0.472582,0
1683000,1674500,197388,0.27241683,-0.034266196,0.47375605,0
1703000,1695400,197388,0.2765932,-0.0346843,0.47214165,0
1723000,1715600,197388,0.27632374,-0.032530904,0.47188956,0
1744000,1735800,197388,0.27626196,-0.03240758,0.47292218,0
1768000,1758750,197388,0.2751512,-0.03528463,0.4721613,0
1792000,1781166,197388,0.2760586,-0.034398727,0.47317383,0
1812000,1803800,197388,0.27682024,-0.03265166,0.47213975,0
1836000,1826200,197388,0.2757242,-0.03204916,0.47341213,0
1856000,1847400,197388,0.27386767,-0.035647016,0.4719719,0
1879000,1869333,197388,0.27493808,-0.035474785,0.4725477,0
1900000,1890750,197388,0.275116,-0.03586417,0.47413573,0
1923000,1913200,197388,0.27429315,-0.03337694,0.47300345,0
1944000,1935400,197388,0.2751666,-0.03483234,0.47263166,0
1964000,1955600,197388,0.27545294,-0.035060372,0.4737473,0
1992000,1978800,197388,0.2760153,-0.03573866,0.4719142,0
2016000,2005166,197388,0.27445096,-0.032652915,0.4740654,0
2036000,2027400,197388,0.27434644,-0.034627445,0.47346574,0
2056000,2049250,197388,0.2757967,-0.032082953,0.47117433,0
2076000,2067750,197388,0.27759126,-0.033937395,0.4726216,0
2101000,2089250,197388,0.276749,-0.033552323,0.4717188,0
2124000,2114750,197388,0.27587014,-0.032640293,0.4730025,0
2148000,2137666,197388,0.27342165,-0.034805384,0.47332233,0
2168000,2159600,197388,0.27563435,-0.031689838,0.47241983,0
2188000,2179400,197388,0.27604088,-0.033077147,0.4723892,0
2208000,2199250,197388,0.2759136,-0.03518843,0.47331506,0
2228000,2219400,197388,0.276581,-0.03426988,0.47483045,0
2248000,2238500,197388,0.2769645,-0.036048733,0.47443324,0
2268000,2258750,197388,0.27355367,-0.034510486,0.4726482,0
2288000,2280000,197388,0.27625757,-0.035098895,0.47332218,0
2312000,2301000,197388,0.27369297,-0.03396196,0.47322738,0
2337000,2325666,197388,0.27386135,-0.033210207,0.47205126,0
2360000,2350800,197388,0.2763694,-0.033318143,0.47283956,0
2385000,2373200,197388,0.27513334,-0.035164308,0.47565818,0
2408000,2399750,197388,0.27454475,-0.036156982,0.47444814,0
2431000,2421166,197388,0.2738536,-0.03409385,0.47341082,0
2453000,2445000,197388,0.27663296,-0.033265036,0.4734452,0
2476000,2467600,197388,0.27410975,-0.033389498,0.47195488,0
2497000,2488200,197388,0.27445745,-0.0336754,0.47267434,0
2518000,2510800,197388,0.27427253,-0.033159953,0.47243196,0
2539000,2530500,197388,0.275006,-0.03281039,0.47414547,0
2561000,2553750,197388,0.27416253,-0.031699523,0.47260025,0
2583000,2573750,197388,0.27635825,-0.033261616,0.4730666,0
2603000,2595600,197388,0.27538738,-0.031778425,0.47307047,0
2624000,2615250,197388,0.27573735,-0.03539049,0.4737003,0
2644000,2636000,197388,0.27503893,-0.03312374,0.47415158,0
2664000,2657333,197388,0.27485734,-0.03661874,0.47251487,0
2688000,2679800,197388,0.27340135,-0.033825707,0.47262904,0
2711000,2701500,197388,0.27255043,-0.034855403,0.47409117,0
2733000,2723600,197388,0.27537033,-0.033786226,0.4723702,0
2757000,2747400,197388,0.27473605,-0.032910064,0.47260138,0
2780000,2771000,197388,0.2752297,-0.03550162,0.47261226,0
2803000,2794400,197388,0.2746578,-0.0318184,0.47396895,0
2823000,2815000,197388,0.2720277,-0.03479503,0.47479084,0
2843000,2835400,197388,0.27598727,-0.03502184,0.47298965,0
2863000,2855400,197388,0.27407643,-0.034832835,0.47298566,0
2884000,2876200,197388,0.2744105,-0.03364558,0.47372326,0
2908000,2899000,197388,0.2758463,-0.03481235,0.473884,0
2931000,2920500,197388,0.2746797,-0.03337124,0.47277865,0
2952000,2944250,197388,0.27604336,-0.035151675,0.4723325,0
2977000,2965200,197388,0.27531287,-0.03395194,0.47332183,0
3000000,2990750,197388,0.2763809,-0.037218243,0.47181356,0
3020000,3011400,197388,0.27645776,-0.034012325,0.47496873,0
3041000,3032750,197388,0.2751858,-0.03435675,0.474504,0
3063000,3055600,197388,0.27558976,-0.033704247,0.47138342,0
3083000,3077000,197388,0.27418453,-0.034791104,0.47356367,0
3103000,3095400,197388,0.27345362,-0.03484268,0.47184357,0
3128000,3116600,197388,0.27705458,-0.03322398,0.47297612,0
3152000,3141000,197388,0.27569902,-0.032626215,0.47208607,0
3176000,3165500,197388,0.276554,-0.034103017,0.47243023,0
3196000,3187200,197388,0.27593684,-0.032263674,0.47411653,0
3216000,3209250,197388,0.2781536,-0.035075095,0.47292906,0
3238000,3229600,197388,0.27574167,-0.03446058,0.47294465,0
3263000,3252600,197388,0.275763,-0.03448765,0.4737339,0
3283000,3274000,197388,0.2738524,-0.033275228,0.47190148,0
3303000,3295000,197388,0.273355,-0.033794977,0.47446367,0
3324000,3315800,197388,0.27562582,-0.033433832,0.47250327,0
3347000,3339400,197388,0.2745584,-0.03285357,0.47279292,0
3368000,3359250,197388,0.2750693,-0.034021825,0.47174484,0
3388000,3379400,197388,0.2752702,-0.034604866,0.47492304,0
3413000,3401666,197388,0.27676305,-0.033318166,0.4738289,0
3437000,3427800,197388,0.27658477,-0.03371473,0.4736444,0
3461000,3450000,197388,0.27310777,-0.03414025,0.4746991,0
3484000,3475250,197388,0.27585104,-0.035190195,0.47360122,0
3508000,3499600,197388,0.27627,-0.03452311,0.47308588,0
3532000,3521166,197388,0.27550375,-0.032994457,0.47359917,0
3556000,3546200,197388,0.27562192,-0.033426195,0.47304535,0
3576000,3567800,197388,0.2761653,-0.03657681,0.47152352,0
3597000,3587600,197388,0.2770137,-0.03282485,0.47273564,0
3619000,3611000,197388,0.27567562,-0.03615798,0.47262335,0
3640000,3631600,197388,0.2755669,-0.033849556,0.47414827,0
3663000,3652800,197388,0.27616593,-0.032784432,0.47269383,0
3683000,3675400,197388,0.27593532,-0.034034867,0.47412443,0
3704000,3695400,197388,0.27414724,-0.033628955,0.47293362,0
3727000,3719600,197388,0.2749833,-0.032322586,0.47303587,0
3748000,3739600,197388,0.27483317,-0.03247908,0.47280213,0
3768000,3760250,197388,0.27513736,-0.03358727,0.47253653,0
3791000,3782600,197388,0.27644846,-0.03441042,0.4737676,0
3811000,3803250,197388,0.27483532,-0.034479894,0.4739198,0
3832000,3823750,197388,0.27464116,-0.03354402,0.47568768,0
3852000,3843400,197388,0.2761707,-0.03249633,0.4750142,0
3873000,3864750,197388,0.27534372,-0.035005778,0.4719898,0
3893000,3885750,197388,0.2750071,-0.032845188,0.4722001,0
3916000,3907400,197388,0.2749837,-0.03310823,0.4744776,0
3941000,3929500,197388,0.27646533,-0.03221053,0.47258615,0
3963000,3955500,197388,0.27693066,-0.03506563,0.4739341,0
3983000,3975400,197388,0.27771965,-0.035577983,0.47450438,0
4004000,3995400,197388,0.27540094,-0.035711702,0.47263786,0
4024000,4016200,197388,0.27499923,-0.0356743,0.47323456,0
4048000,4039250,197388,0.27597365,-0.033286724,0.47308096,0
4071000,4063000,197388,0.27408853,-0.032148175,0.47425625,0
4092000,4083750,197388,0.27606675,-0.034170255,0.47361624,0
4112000,4103400,197388,0.27335915,-0.03229022,0.4723761,0
4133000,4123400,197388,0.27632016,-0.033822812,0.47296286,0
4156000,4147400,197388,0.2754694,-0.03619806,0.4727002,0
4180000,4170400,197388,0.27587965,-0.033803206,0.47387466,0
4201000,4192000,197388,0.2747328,-0.033619955,0.4734338,0
4223000,4214400,197388,0.27525017,-0.03526191,0.4724826,0
4244000,4238000,197388,0.27313793,-0.033920497,0.4724953,0
4272000,4260200,197388,0.27612922,-0.034712326,0.4725388,0
4292000,4284250,197388,0.2747147,-0.035309136,0.47368,0
4340000,4331200,197388,0.27508056,-0.034784723,0.47372413,0
4363000,4353333,197388,0.2770617,-0.034369987,0.47250935,0
4388000,4376600,197388,0.27554184,-0.033473536,0.47263774,0
4412000,4400600,197388,0.27285847,-0.035603434,0.47180602,0
4433000,4424250,197388,0.27370238,-0.033530906,0.47216943,0
4455000,4447600,197388,0.27708098,-0.033152115,0.4740428,0
4477000,4467600,197388,0.27466694,-0.03386659,0.47310147,0
4497000,4490000,197388,0.27655017,-0.033873703,0.47197682,0
4517000,4509750,197388,0.27801186,-0.034513008,0.4735141,0
4539000,4530500,197388,0.2775175,-0.035092838,0.47334474,0
4560000,4551800,197388,0.27582377,-0.034130517,0.47073865,0
4580000,4571400,197388,0.27672395,-0.0348065,0.47341204,0
4603000,4593333,197388,0.27514312,-0.03441159,0.47340244,0
4623000,4615200,197388,0.27639374,-0.034531396,0.4745452,0
