timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
11668000,nan,nan,nan,-0.0022751219,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
11676000,nan,nan,nan,-0.0022835117,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
11772000,nan,nan,nan,-0.0023320122,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
11872000,nan,nan,nan,-0.0023640026,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
11968000,nan,nan,nan,-0.0023183739,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12068000,nan,nan,nan,-0.0022313108,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12172000,nan,nan,nan,-0.0021275128,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12279000,nan,nan,nan,-0.0020497579,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12375000,nan,nan,nan,-0.0020534312,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12475000,nan,nan,nan,-0.0020822121,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12573000,nan,nan,nan,-0.002091029,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12681000,nan,nan,nan,-0.0020544364,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12773000,nan,nan,nan,-0.0019768432,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
12875000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.00073692424,7.9482976e-05,2.431673,-0.0027862624,-0.0048000747,9.726774,0.0,0.0,0.0,-1.6941427e-06,-2.9186099e-06,-0.0048870444
12967000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.0012662174,-6.644698e-05,2.2644887,-0.0020214834,-0.0049455445,9.492286,0.0,0.0,0.0,-5.0252306e-06,-1.229419e-05,-0.019233763
13080000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.0003637092,1.9149667e-05,2.0591428,-0.0009352266,-0.0050418884,9.147605,0.0,0.0,0.0,-2.539095e-06,-1.3688482e-05,-0.040322363
13167000,0.046418104,0.023421178,-1.0,0.0,0.0,0.0002666479,-0.0005497416,1.9010446,0.001833027,-0.010431798,8.86907,0.0,0.0,0.0,1.0839295e-05,-6.1686675e-05,-0.057363987
13267000,0.046418104,0.023421178,-1.0,0.0,0.0,0.00031412038,-0.0015505303,1.7193224,0.0016731254,-0.011892386,8.516117,0.0,0.0,0.0,1.4210936e-05,-0.000101009726,-0.07895869
13372000,0.046418104,0.023421178,-1.0,0.0,0.0,0.0005464397,-0.002666571,1.5285144,0.0032385539,-0.016457612,8.084186,0.0,0.0,0.0,3.5126985e-05,-0.00017850754,-0.10538551
13472000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.00028513224,-0.004377718,1.3467925,-0.0020982716,-0.017316172,7.645556,0.0,0.0,0.0,-2.8002134e-05,-0.00023109009,-0.13222218
13571000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.001254344,-0.0063183447,1.1668876,-0.0020300222,-0.023834182,7.180441,0.0,0.0,0.0,-3.3291395e-05,-0.0003908692,-0.16067931
13671000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.0026919034,-0.0074329926,0.9851655,-0.011427861,-0.022904223,6.665764,0.0,0.0,0.0,-0.0002236426,-0.00044823438,-0.19216877
13767000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.003988319,-0.0084027955,0.8107126,-0.012524415,-0.028455649,6.1428223,0.0,0.0,0.0,-0.0002874546,-0.0006531009,-0.22416389
13872000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.005488767,-0.009844786,0.61990464,-0.021796796,-0.03012709,5.5293937,0.0,0.0,0.0,-0.0005801844,-0.00080191897,-0.2616953
13967000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.005534031,-0.010169438,0.44726896,-0.013524253,-0.034610227,4.931572,0.0,0.0,0.0,-0.00041059376,-0.0010507598,-0.2982718
14071000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.005865337,-0.0108721685,0.25827813,-0.013533661,-0.035042148,4.2386303,0.0,0.0,0.0,-0.00046997622,-0.0012168899,-0.34066802
14172000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.005463877,-0.0113404775,0.07473898,-0.011397488,-0.0332049,3.5305595,0.0,0.0,0.0,-0.0004473116,-0.0013031762,-0.3839899
14272000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.004008279,-0.01049132,-0.10698295,-0.007617386,-0.024959536,2.8008468,0.0,0.0,0.0,-0.00033181967,-0.0010872583,-0.4286359
14371000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.0021828285,-0.008729812,-0.28688765,-0.0027948467,-0.016931199,2.0492184,0.0,0.0,0.0,-0.0001360891,-0.00082442863,-0.47462276
14472000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.0010940367,-0.007525305,-0.47042704,-0.0015553697,-0.014269067,1.2454168,0.0,0.0,0.0,-8.542251e-05,-0.0007836719,-0.52380174
14573000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.001235757,-0.005968958,-0.6539664,-0.0068209385,-0.008930633,0.4199617,0.0,0.0,0.0,-0.00039918022,-0.0005226454,-0.57430553
14672000,0.046418104,0.023421178,-1.0,0.0,0.0,-0.0011584434,-0.0040032538,-0.8338709,-0.0026658485,-0.0017317054,-0.46148562,0.0,0.0,0.0,-0.0,-0.0,-0.6282351
14780000,0.046418104,0.023421178,-1.0,0.0,0.0,9.9874844e-05,-0.0021988444,-1.0032337,0.0020814212,0.010639582,-1.1151974,0.0,0.0,0.0,0.00014007543,0.0007160222,-0.6682311
14872000,0.046418104,0.023421178,-1.0,0.0,0.0,0.0012658351,-6.732642e-05,-0.986231,0.004862682,0.022074848,-0.47959137,0.0,0.0,0.0,0.00031006912,0.0014076035,-0.62934285
