timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
975000,975000,1310988,0.0023942017,-0.011971008,-9.792285,14.6748705,0,0,0,0,1
1967000,1967000,1310988,0.011971008,-0.021547815,-9.849746,14.675559,0,0,0,0,1
2959000,2959000,1310988,-0.009576807,-0.0047884034,-9.76116,14.676133,0,0,0,0,1
3975000,3975000,1310988,-0.0023942017,-0.033518825,-9.746795,14.675439,0,0,0,0,1
4975000,4975000,1310988,-0.0047884034,-0.02873042,-9.8042555,14.674785,0,0,0,0,1
5971000,5971000,1310988,0.0,0.019153614,-9.792285,14.674781,0,0,0,0,1
6972000,6972000,1310988,-0.0023942017,0.0047884034,-9.8042555,14.674819,0,0,0,0,1
7971000,7971000,1310988,-0.011971008,-0.016759412,-9.830592,14.674797,0,0,0,0,1
8967000,8967000,1310988,-0.0047884034,-0.007182605,-9.765948,14.675626,0,0,0,0,1
9972000,9972000,1310988,-0.0047884034,0.01436521,-9.768343,14.67574,0,0,0,0,1
10967000,10967000,1310988,-0.01436521,-0.007182605,-9.78989,14.67579,0,0,0,0,1
11975000,11975000,1310988,-0.033518825,0.0023942017,-9.78989,14.675324,0,0,0,0,1
12972000,12972000,1310988,0.007182605,-0.0047884034,-9.85214,14.676219,0,0,0,0,1
13972000,13972000,1310988,0.0047884034,0.031124622,-9.830592,14.674998,0,0,0,0,1
14972000,14972000,1310988,-0.021547815,-0.035913024,-10.208876,14.67437,0,0,0,0,1
15972000,15972000,1310988,-0.0023942017,0.01436521,-9.77792,14.672977,0,0,0,0,1
16976000,16976000,1310988,0.0047884034,0.0023942017,-9.746795,14.671529,0,0,0,0,1
17972000,17972000,1310988,0.0023942017,-0.0023942017,-7.9104424,14.670836,0,0,0,0,1
18968000,18968000,1310988,0.019153614,0.033518825,-9.883265,14.671082,0,0,0,0,1
19972000,19972000,1310988,-0.01436521,0.0,-9.742006,14.670664,0,0,0,0,1
20974000,20974000,1310988,-0.0023942017,0.007182605,-9.753978,14.671603,0,0,0,0,1
21975000,21975000,1310988,-0.009576807,0.007182605,-9.861717,14.670693,0,0,0,0,1
22967000,22967000,1310988,0.0023942017,-0.01436521,-9.82341,14.670594,0,0,0,0,1
23967000,23967000,1310988,-0.011971008,0.019153614,-9.837775,14.670162,0,0,0,0,1
24963000,24963000,1310988,-0.02633622,-0.011971008,-9.782708,14.670152,0,0,0,0,1
25963000,25963000,1310988,-0.0047884034,-0.007182605,-9.799467,14.670943,0,0,0,0,1
26967000,26967000,1310988,0.02633622,0.02633622,-9.797073,14.671448,0,0,0,0,1
27968000,27968000,1310988,0.011971008,0.007182605,-9.787497,14.670657,0,0,0,0,1
28968000,28968000,1310988,0.011971008,0.02633622,-9.82341,14.670456,0,0,0,0,1
29975000,29975000,1310988,-0.02873042,0.023942016,-9.751583,14.670674,0,0,0,0,1
30968000,30968000,1310988,-0.009576807,-0.02633622,-9.832987,14.671044,0,0,0,0,1
31971000,31971000,1310988,0.0,-0.011971008,-9.80665,14.671266,0,0,0,0,1
32976000,32976000,1310988,-0.007182605,-0.04070143,-9.809045,14.670715,0,0,0,0,1
33963000,33963000,1310988,0.009576807,-0.007182605,-9.787497,14.67025,0,0,0,0,1
34971000,34971000,1310988,-0.011971008,-0.009576807,-9.7803135,14.670294,0,0,0,0,1
35972000,35972000,1310988,0.021547815,-0.0023942017,-9.830592,14.671458,0,0,0,0,1
36972000,36972000,1310988,0.0023942017,-0.007182605,-9.82341,14.670847,0,0,0,0,1
37968000,37968000,1310988,0.035913024,0.009576807,-9.801862,14.670508,0,0,0,0,1
38964000,38964000,1310988,-0.007182605,0.0,-10.395624,14.673396,0,0,0,0,1
39964000,39964000,1310988,-0.02633622,-0.01436521,-9.799467,14.675625,0,0,0,0,1
40972000,40972000,1310988,-0.031124622,0.0,-9.792285,14.674831,0,0,0,0,1
41968000,41968000,1310988,-0.0023942017,-0.016759412,-9.818622,14.674901,0,0,0,0,1
42971000,42971000,1310988,-0.02873042,-0.0023942017,-9.768343,14.6755295,0,0,0,0,1
43963000,43963000,1310988,0.0023942017,-0.01436521,-9.837775,14.676011,0,0,0,0,1
