timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
3224000,3224000,1311004,0.00025923725,-7.202632e-05,-3.8189483e-09,0.34906584,5.3464148e-05,5.346414e-05,1.655558e-05,1311004,0.0,0.0,0.0010291266,0.4,0.00038828122,0.00038828122,0.0003602931,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
4008000,4008000,1311004,0.00011850221,-1.6941398e-05,1.5872764e-09,0.34906584,2.7634951e-05,2.7634926e-05,8.054786e-06,1311004,0.0,0.0,0.0021688207,0.4,0.00039598093,0.00039598093,0.0003168433,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
5007000,4996000,1311004,8.5748245e-05,-0.00015053575,1.7183075e-08,0.34906584,1.0438992e-05,1.04389555e-05,3.8096741e-06,1311004,0.0,0.0,0.00343544,0.4,0.00039863808,0.00039863808,0.00024118525,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
5908000,5892000,1311004,0.00011135141,-0.00015452759,1.7082241e-08,0.34906584,4.3762266e-06,4.3761934e-06,2.1964177e-06,1311004,0.0,0.0,0.0045470973,0.4,0.00040078684,0.00040078684,0.00018017038,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
13912000,13912000,1311004,-3.1771873e-05,-8.135381e-05,-0.00016876437,0.34906584,1.4087298e-07,1.4087246e-07,4.3771257e-07,1311004,0.0017107564,0.0012172803,0.0040659904,0.4,0.0003851166,0.0003851166,1.5408128e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
14111000,14111000,1311004,-1.1349081e-05,-8.849326e-05,-0.00020048299,0.34906584,1.3103762e-07,1.3103713e-07,4.16759e-07,1311004,0.0021306302,0.0027029589,0.0042767003,0.4,0.00035507494,0.00035507497,1.4606681e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
14313000,14313000,1311004,3.7209425e-05,-9.745737e-05,-0.0001846561,0.34906584,1.2331408e-07,1.2331361e-07,3.9087948e-07,1311004,0.0017748778,0.0051330486,0.0044340035,0.4,0.0003140015,0.00031400158,1.3732871e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
14412000,14412000,1311004,2.8913782e-05,-7.7268305e-05,-0.00016974537,0.34906584,1.2067089e-07,1.206704e-07,3.790934e-07,1311004,0.00015361364,0.0049035517,0.004629271,0.4,0.00029403876,0.00029403885,1.3319697e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
14615000,14615000,1311004,3.746541e-05,-6.7783534e-05,-0.00018077609,0.34906584,1.1657916e-07,1.1657869e-07,3.598341e-07,1311004,-0.00076142285,0.0044744853,0.0045408825,0.4,0.0002577553,0.00025775546,1.2496439e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
14812000,14812000,1311004,4.600413e-05,-7.956813e-05,-0.00018002043,0.34906584,1.1383179e-07,1.1383133e-07,3.3978452e-07,1311004,-0.0004814144,0.0047771,0.006388682,0.4,0.00022873658,0.00022873674,1.1733093e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
14912000,14912000,1311004,3.699128e-05,-8.210545e-05,-0.00018565818,0.34906584,1.1282827e-07,1.128278e-07,3.2954267e-07,1311004,-0.0006654026,0.0037526325,0.009044037,0.4,0.00021700122,0.00021700138,1.1378616e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
15011000,15011000,1311004,3.486867e-05,-9.1449525e-05,-0.0001747534,0.34906584,1.11996265e-07,1.1199581e-07,3.2193344e-07,1311004,-6.026201e-06,0.0027835995,0.009862916,0.4,0.00020734449,0.00020734462,1.1047662e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
15107000,15107000,1311004,1.6946346e-05,-9.234955e-05,-0.00017155301,0.34906584,1.1136083e-07,1.1136039e-07,3.129229e-07,1311004,-0.00052787346,0.0015607297,0.009328042,0.4,0.00019921297,0.00019921309,1.0735725e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
15212000,15212000,1311004,1.1754958e-05,-7.3617186e-05,-0.00017974195,0.34906584,1.11044045e-07,1.11043605e-07,3.0469732e-07,1311004,-0.001467287,0.0016037674,0.008691417,0.4,0.00019223518,0.00019223528,1.0448554e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
15312000,15312000,1311004,1.4496104e-05,-6.898724e-05,-0.00016931858,0.34906584,1.10956655e-07,1.10956215e-07,2.9878476e-07,1311004,-0.0023678774,0.0013226531,0.008300338,0.4,0.00018632259,0.0001863227,1.0180671e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
15708000,15708000,1311004,1.7299095e-05,-7.5476295e-05,-0.00015265407,0.34906584,1.091687e-07,1.0916827e-07,2.6906912e-07,1311004,-0.0015496963,0.0012693866,0.007170172,0.4,0.00016818792,0.00016818801,9.055837e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
16212000,16212000,1311004,1.8449411e-05,-8.3387466e-05,-0.00011535257,0.34906584,1.0639627e-07,1.0639588e-07,2.3471071e-07,1311004,-0.0011144838,0.0011765006,0.0062051485,0.4,0.00015857532,0.00015857547,7.835923e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
16808000,16808000,1311004,4.2705724e-05,-7.923745e-05,-9.412229e-05,0.34906584,1.0085575e-07,1.0085541e-07,2.00652e-07,1311004,-0.0013814581,0.0014306965,0.005096261,0.4,0.00015551843,0.0001555186,6.619838e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
17725000,17725000,1311004,4.6407196e-05,-0.000105372266,-3.419184e-05,0.34906584,8.3205116e-08,8.320482e-08,1.5602345e-07,1311004,-0.0018404872,0.0020272823,0.0042047054,0.4,0.00014897657,0.00014897669,5.1070683e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
18016000,18016000,1311004,4.2474738e-05,-0.00010906619,-8.592628e-06,0.34906584,7.6325215e-08,7.632491e-08,1.4629168e-07,1311004,-0.001767793,0.0023089384,0.0029392429,0.4,0.00014633698,0.00014633709,4.9009827e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
18223000,18223000,1311004,4.2397885e-05,-0.00010615763,-1.676793e-05,0.34906584,7.2806515e-08,7.28062e-08,1.4142873e-07,1311004,-0.0018922405,0.0022782728,0.0018885151,0.4,0.00014567623,0.00014567633,4.953774e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
18423000,18423000,1311004,4.856003e-05,-9.633163e-05,-1.29232785e-05,0.34906584,6.8031795e-08,6.803148e-08,1.3434241e-07,1311004,-0.0021672864,0.0020810359,0.0033614882,0.4,0.00014235577,0.00014235587,4.9410805e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
19231000,19231000,1311004,4.852308e-05,-9.261815e-05,1.0736598e-05,0.34906584,5.0047515e-08,5.0047163e-08,1.1432413e-07,1311004,-0.0023709533,0.0018419265,0.004314537,0.4,0.0001272949,0.000127295,5.052954e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
19623000,19623000,1311004,4.036643e-05,-6.32365e-05,-4.5225497e-06,0.34906584,4.183024e-08,4.182985e-08,1.0623023e-07,1311004,-0.001538448,0.0024227682,0.0045347493,0.4,0.00011749437,0.000117494536,5.0729645e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
19921000,19921000,1311004,-1.5942527e-07,-7.373613e-05,2.9685577e-06,0.34906584,3.628731e-08,3.6286878e-08,9.941231e-08,1311004,-0.0015890618,0.0040385216,0.0045874747,0.4,0.000109646026,0.000109646295,5.055214e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
20223000,20223000,1311004,-2.1325663e-05,-3.465264e-05,7.4234295e-06,0.34906584,3.1392062e-08,3.1391544e-08,9.3123205e-08,1311004,6.0589344e-05,0.004992329,0.004649408,0.4,0.00010197306,0.0001019735,5.037115e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
20323000,20323000,1311004,-3.150054e-05,-5.960679e-06,1.0283592e-05,0.34906584,3.001541e-08,3.0014863e-08,9.1698965e-08,1311004,0.0010802832,0.005418943,0.0046493798,0.4,9.9840036e-05,9.9840516e-05,5.04746e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
20543000,20543000,1311004,-4.6995654e-05,1.7172752e-05,-3.5589098e-06,0.34906584,2.7309177e-08,2.730859e-08,8.736926e-08,1311004,0.0019436282,0.0059392825,0.0046939813,0.4,9.520117e-05,9.5201736e-05,5.043229e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
20923000,20923000,1311004,-6.677228e-05,4.047752e-05,-3.8181257e-05,0.34906584,2.2360242e-08,2.2359618e-08,8.027212e-08,1311004,0.003190362,0.006658859,0.0045473217,0.4,8.548206e-05,8.548277e-05,4.978793e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
21123000,21123000,1311004,-9.478603e-05,6.152715e-05,-4.503135e-05,0.34906584,2.0666965e-08,2.066634e-08,7.818499e-08,1311004,0.004110846,0.007669489,0.0046152114,0.4,8.262222e-05,8.262299e-05,5.0348244e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
21531000,21531000,1311004,-7.527161e-05,8.6543594e-05,-6.2672254e-05,0.34906584,1.7302892e-08,1.7302312e-08,7.2048465e-08,1311004,0.005019914,0.0068260175,0.004601377,0.4,7.540853e-05,7.5409334e-05,5.0152235e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
21927000,21927000,1311004,-0.0001041701,7.979345e-05,-7.991152e-05,0.34906584,1.4679721e-08,1.4679202e-08,6.6709724e-08,1311004,0.0047298004,0.008070565,0.004644335,0.4,6.9422946e-05,6.942368e-05,5.0090407e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
22127000,22127000,1311004,-0.00013211522,7.405848e-05,-8.317544e-05,0.34906584,1.35592995e-08,1.3558802e-08,6.426013e-08,1311004,0.0045485594,0.009290372,0.0047537414,0.4,6.665547e-05,6.6656175e-05,4.9975374e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
22531000,22531000,1311004,-0.00015602529,9.783289e-05,-9.299019e-05,0.34906584,1.1723231e-08,1.1722752e-08,5.9899335e-08,1311004,0.0055407663,0.01049086,0.004589369,0.4,6.2107574e-05,6.210825e-05,5.010142e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
22731000,22731000,1311004,-0.00016331968,7.439665e-05,-0.00010510593,0.34906584,1.0934591e-08,1.0934126e-08,5.7870068e-08,1311004,0.004499861,0.010794888,0.004578568,0.4,6.002298e-05,6.002364e-05,5.007392e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
23228000,23228000,1311004,-0.00013790913,7.356806e-05,-0.000120090335,0.34906584,9.326193e-09,9.32578e-09,5.3217388e-08,1311004,0.0043993713,0.009555337,0.0044814036,0.4,5.564257e-05,5.5643177e-05,5.013473e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
23931000,23931000,1311004,-0.00012642948,5.3138865e-05,-0.00013838406,0.34906584,7.628808e-09,7.628428e-09,4.7366353e-08,1311004,0.0034708448,0.008870742,0.004741443,0.4,5.0564828e-05,5.0565468e-05,5.002825e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
24271000,24271000,1311004,-0.000111418216,4.003633e-05,-0.00014726566,0.34906584,7.0670865e-09,7.066689e-09,4.489555e-08,1311004,0.0028467055,0.008094033,0.00463135,0.4,4.8777136e-05,4.8777852e-05,4.9962146e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
24731000,24731000,1311004,-0.000101950696,2.2680852e-05,-0.0001396116,0.34906584,6.274244e-09,6.273803e-09,4.1569514e-08,1311004,0.001911246,0.0075844303,0.0044986294,0.4,4.61752e-05,4.61761e-05,4.9858218e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
25427000,25427000,1311004,-7.989129e-05,1.5768373e-05,-0.00013326024,0.34906584,5.3063434e-09,5.30587e-09,3.671875e-08,1311004,0.0013955821,0.0062831696,0.004482633,0.4,4.2294163e-05,4.2295254e-05,4.8764305e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
26028000,26028000,1311004,-6.443636e-05,5.7727575e-06,-0.00014235202,0.34906584,4.887925e-09,4.8874407e-09,3.457728e-08,1311004,0.0007991315,0.0054698773,0.0048237126,0.4,4.1406754e-05,4.1407933e-05,5.003199e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
26731000,26731000,1311004,-5.1151477e-05,-5.443092e-06,-0.0001257426,0.34906584,4.447981e-09,4.4475303e-09,3.1795448e-08,1311004,0.00015466301,0.004756743,0.0051180106,0.4,4.0152816e-05,4.0153966e-05,5.060795e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
27431000,27431000,1311004,-3.7162223e-05,7.5940493e-06,-0.00011278114,0.34906584,4.0659e-09,4.065493e-09,2.8824296e-08,1311004,0.00085097924,0.004001148,0.005373548,0.4,3.884195e-05,3.8843045e-05,5.0617446e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
30432000,30432000,1311004,-3.42003e-05,-1.1534594e-05,-7.080467e-05,0.34906584,3.0504834e-09,3.050169e-09,1.9779156e-08,1311004,-0.00014687449,0.003833918,0.005632009,0.4,3.5059344e-05,3.5060544e-05,5.0155863e-06,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
