timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
975000,975000,1311004,-0.00027982963,0.0002621734,0.0016826928,14.6748705,0,1
1967000,1967000,1311004,-0.0006348663,-0.0013170278,0.0017483069,14.675559,0,1
2959000,2959000,1311004,-0.0017777355,0.0017940687,0.0013351162,14.676133,0,1
3975000,3975000,1311004,-0.0017329761,-0.00030409748,-0.00064096245,14.675439,0,1
4975000,4975000,1311004,-0.0013683625,-0.0018020169,-0.0018479659,14.674785,0,1
5971000,5971000,1311004,2.2232276e-05,-0.00035489202,0.00027397764,14.674781,0,1
6972000,6972000,1311004,-0.0009730456,-0.00046307378,0.0001602242,14.674819,0,1
7971000,7971000,1311004,0.00035313627,0.00087016565,0.0009811538,14.674797,0,1
8967000,8967000,1311004,0.0012495257,0.00021000124,-0.0012695867,14.675626,0,1
9972000,9972000,1311004,0.0013708188,0.00061760633,0.0015884362,14.67574,0,1
10967000,10967000,1311004,4.9456103e-05,-0.0002522315,-0.0015517304,14.67579,0,1
11975000,11975000,1311004,-0.0012779762,0.00065975235,0.0016520389,14.675324,0,1
12972000,12972000,1311004,0.0010479339,0.00088330824,0.0017457716,14.676219,0,1
13972000,13972000,1311004,-0.002477792,0.0030242486,0.001936727,14.674998,0,1
14972000,14972000,1311004,0.013781,-0.0048499806,0.0030889555,14.67437,0,1
15972000,15972000,1311004,-0.006464048,-0.0077662375,-3.6575606e-05,14.672977,0,1
16976000,16976000,1311004,0.0001610613,-0.0012855242,-0.00033732815,14.671529,0,1
17972000,17972000,1311004,-0.00045516973,-0.004389551,-1.9433239e-05,14.670836,0,1
18968000,18968000,1311004,-0.0018405786,-0.009607854,-0.0007559262,14.671082,0,1
19972000,19972000,1311004,0.0017036033,-0.011074747,-0.001894019,14.670664,0,1
20974000,20974000,1311004,-0.005056893,-0.0048718057,0.0013096164,14.671603,0,1
21975000,21975000,1311004,0.0028981408,0.0012453913,0.00065683847,14.670693,0,1
22967000,22967000,1311004,0.0081733465,-0.0057601803,-0.002353916,14.670594,0,1
23967000,23967000,1311004,-0.002314541,0.00052428833,0.0005457558,14.670162,0,1
24963000,24963000,1311004,-0.007741893,0.0020473902,0.0011967461,14.670152,0,1
25963000,25963000,1311004,-0.00852079,0.00104412,-0.0012960471,14.670943,0,1
26967000,26967000,1311004,-0.001933795,-0.011491885,-0.0015432849,14.671448,0,1
27968000,27968000,1311004,0.002273768,-0.003127045,-0.001180048,14.670657,0,1
28968000,28968000,1311004,-0.00063028664,-0.0016720487,-0.0009175196,14.670456,0,1
29975000,29975000,1311004,-6.894241e-05,0.007641433,-0.0015943268,14.670674,0,1
30968000,30968000,1311004,0.000735279,0.00031089442,0.00043661354,14.671044,0,1
31971000,31971000,1311004,0.0029878342,0.0051831556,0.0020872315,14.671266,0,1
32976000,32976000,1311004,0.002583021,-0.00256956,0.0016444548,14.670715,0,1
33963000,33963000,1311004,0.0058791647,0.0026174465,0.00060570857,14.67025,0,1
34971000,34971000,1311004,-0.0015315056,0.0007238163,0.0006423411,14.670294,0,1
35972000,35972000,1311004,-0.00023001009,-0.004607326,-0.0015426901,14.671458,0,1
36972000,36972000,1311004,0.0010578766,0.0010694683,0.001456894,14.670847,0,1
37961000,37961000,1311004,0.0022418897,0.009462922,0.001920676,14.670956,0,1
38964000,38964000,1311004,-0.011651286,-0.013196253,-0.12869371,14.673396,0,1
39964000,39964000,1311004,0.0010807082,-0.001369354,0.0015437438,14.675625,0,1
40972000,40972000,1311004,-0.001561915,0.000876752,0.00024413745,14.674831,0,1
41968000,41968000,1311004,0.0011910257,0.0022883958,-0.0015808673,14.674901,0,1
42971000,42971000,1311004,0.0017842412,-0.00032071964,-0.001781972,14.6755295,0,1
43963000,43963000,1311004,-1.7312768e-05,0.00052309775,0.0017994996,14.676011,0,1
