timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
13619000,13619000,2.6779451,3.5801747,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13631000,13631000,-2.6779451,3.5801752,-2.513276,-1.256639,-1.938091e-06,1.2566352,2.5132723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
14615000,14615000,-1.5053234,3.6146917,-2.5129576,-1.2563844,0.00020874958,1.2568827,2.5135865,0.0001093289,0.0022558982,0.002292726,0.00016871511,-0.0011807564,-0.003249635,-0.0025907566,-0.0003456066,0.00038325792,-0.0014116818,0.2000159,0.20002875,0.200002,0.19997238,0.19998093
15620000,15620000,-1.7139198,3.7632742,-2.5103426,-1.2539493,0.0025735244,1.2593837,2.5162427,-0.00054560235,0.004579364,0.004583575,-0.00053994457,-0.0037103368,0.0027268995,0.00438851,0.009776284,0.011445529,0.007087893,0.20007467,0.20009555,0.19998467,0.19989483,0.19995032
16619000,16619000,-0.8646142,3.701535,-2.511112,-1.254781,0.0012896389,1.2578824,2.51506,-0.0055244598,0.00065071136,-0.0055767517,-0.015605191,-0.015574887,-0.0094681615,-0.00091014843,0.0076077674,0.0043189926,-0.0062380866,0.19998077,0.2002327,0.2001632,0.19986802,0.1997552
17614000,17614000,-0.6690395,3.8901124,-2.5104852,-1.2541368,0.0016765039,1.2580923,2.5154183,0.0039307745,0.007728596,0.0075101336,0.0035767865,0.0013615325,-0.0033204888,-0.0018542189,0.0022093796,0.0032599599,-0.00015902836,0.19990441,0.2002969,0.20027912,0.19987558,0.19964398
18608000,18608000,-0.38424042,3.697033,-2.5102522,-1.2536745,0.0021761148,1.258385,2.515546,0.005442956,0.008282699,0.0020811118,-0.004597376,-0.0025219973,-0.015180558,-0.0077325534,-0.0027295286,-0.0070795617,-0.014779361,0.19981515,0.20022582,0.2003245,0.19997475,0.19965987
19618000,19618000,-0.21827684,3.5954916,-2.5097299,-1.253003,0.0027469483,1.2587457,2.5158768,0.0050181034,-0.0007729672,-0.0050065354,-0.0018405848,0.004358287,-0.005872547,-0.0033012084,-0.008009702,-0.013493881,-0.012177573,0.19972423,0.20021297,0.20040753,0.20003885,0.19961646
20617000,20617000,-0.38834214,3.6951354,-2.5093727,-1.2528558,0.0022635264,1.2580817,2.5157323,0.015992327,0.010749084,0.0031317594,0.0036480501,0.011603003,0.006850111,0.013159738,0.010132651,0.0019470449,-9.198382e-05,0.19964607,0.20043781,0.2006246,0.19994794,0.19934362
21620000,21620000,-0.23940475,3.5984445,-2.5094395,-1.2526609,0.0021528355,1.25752,2.5151973,-0.0057500526,-0.012604922,-0.006688731,0.0038323263,0.0044267783,0.024449639,0.015986219,0.0068558496,0.009648874,0.020533446,0.19945085,0.20044942,0.20082738,0.2000611,0.19921125
