timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
1553000,4000000.0,1.0,0.0,0.0,116,0,0.0,4,0,0,0,0,0.0,0,0,0,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2299000,4000000.0,1.0,9757.214,0.0,250,0,412.9353,17,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2503000,4000000.0,1.0,9757.214,0.0,271,0,412.9353,18,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3516000,4000000.0,1.0,5468.594,0.0,382,0,20.93719,19,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4517000,4000000.0,1.0,5365.6343,0.0,503,0,20.979021,25,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5515000,4000000.0,1.0,6000.0,0.0,613,0,195.41376,26,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6499000,4000000.0,1.0,5404.975,0.0,723,0,20.895521,27,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7503000,4000000.0,1.0,6296.112,0.0,923,0,20.93719,28,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8504000,4000000.0,1.0,11904.478,0.0,1185,0,20.895521,29,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9504000,4000000.0,1.0,11914.257,0.0,1446,0,20.93719,31,254,0,0,0,8.193548,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10503000,4000000.0,1.0,12000.999,0.0,1763,0,62.937065,34,508,0,0,0,14.941176,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11503000,4000000.0,1.0,16421.734,0.0,2156,0,1166.5005,100,17018,0,0,0,170.18,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12520000,4000000.0,1.0,19386.07,0.0,2580,0,6486.567,201,42418,0,0,0,211.03482,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13503000,4000000.0,1.0,19369.63,0.0,2984,0,6232.7676,296,66294,0,0,0,223.96622,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14499000,4000000.0,1.0,19302.396,0.0,3398,0,6118.7627,390,89916,0,0,0,230.55385,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15503000,4000000.0,1.0,19353.646,0.0,3809,0,6124.8755,486,114046,0,0,0,234.66255,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16503000,4000000.0,1.0,19282.87,0.0,4222,0,6106.5737,581,137922,0,0,0,237.38727,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17515000,4000000.0,1.0,19245.264,0.0,4640,0,6047.8564,677,162052,0,0,0,239.3678,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18516000,4000000.0,1.0,19322.709,0.0,5056,0,6386.4546,775,186690,0,0,0,240.89032,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19503000,4000000.0,1.0,19367.633,0.0,5459,0,6189.8105,871,210820,0,0,0,242.04362,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20499000,4000000.0,1.0,18832.336,0.0,5874,0,6248.503,968,234950,0,0,0,242.71695,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21503000,4000000.0,1.0,19367.633,0.0,6285,0,6215.784,1065,259334,0,0,0,243.5061,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22499000,4000000.0,1.0,19207.793,0.0,6698,0,6319.6807,1161,283464,0,0,0,244.15504,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23503000,4000000.0,1.0,19237.29,0.0,7109,0,6112.662,1257,307594,0,0,0,244.70485,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24503000,4000000.0,1.0,19171.314,0.0,7522,0,6171.315,1353,331724,0,0,0,245.17665,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25508000,4000000.0,1.0,19290.838,0.0,7936,0,6300.797,1451,356362,0,0,0,245.59752,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26503000,4000000.0,1.0,19114.771,0.0,8346,0,6183.633,1545,379984,0,0,0,245.94434,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27503000,4000000.0,1.0,19499.502,0.0,8757,0,5983.051,1639,403606,0,0,0,246.25137,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28504000,4000000.0,1.0,19065.803,0.0,9170,0,6242.2734,1735,427736,0,0,0,246.53372,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29507000,4000000.0,1.0,19185.26,0.0,9584,0,6106.5737,1831,451866,0,0,0,246.78645,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30503000,4000000.0,1.0,19049.8,0.0,9996,0,6171.315,1926,475488,0,0,0,246.87851,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
