timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
31503000,4000000.0,1.0,19271.729,0.0,10407,0,6150.849,2021,499364,0,0,0,247.08759,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32508000,4000000.0,1.0,19069.723,0.0,10820,0,6171.315,2118,523748,0,0,0,247.28423,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33503000,4000000.0,1.0,19228.314,0.0,11231,0,6242.2734,2213,547624,0,0,0,247.45775,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34504000,4000000.0,1.0,19162.352,0.0,11644,0,6041.833,2309,571754,0,0,0,247.61975,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35511000,4000000.0,1.0,19156.844,0.0,12055,0,6319.6807,2406,596138,0,0,0,247.77141,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36503000,4000000.0,1.0,19192.424,0.0,12468,0,6242.2734,2502,620268,0,0,0,247.90887,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37507000,4000000.0,1.0,19029.941,0.0,12879,0,6183.633,2598,644398,0,0,0,248.03618,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38504000,4000000.0,1.0,19144.566,0.0,13296,0,6306.082,2696,669036,0,0,0,248.15875,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39504000,4000000.0,1.0,19297.11,0.0,13707,0,6112.662,2792,693166,0,0,0,248.26863,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40508000,4000000.0,1.0,19258.742,0.0,14122,0,6254.7456,2890,717550,0,0,0,248.2872,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41504000,4000000.0,1.0,19597.61,0.0,14534,0,6326.6934,2986,741680,0,0,0,248.3858,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42500000,4000000.0,1.0,19281.156,0.0,14944,0,6177.468,3083,766064,0,0,0,248.48006,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43501000,4000000.0,1.0,19369.63,0.0,15359,0,6362.6377,3180,790448,0,0,0,248.56856,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
