timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
992000,992000,197644,0.27918595,-0.031750914,0.47511142,14.675769,0,0
1992000,1992000,197644,0.27676448,-0.035762243,0.47213233,14.676093,0,0
2983000,2983000,197644,0.27468032,-0.036996443,0.46942058,14.675403,0,0
3991000,3991000,197644,0.27601165,-0.036969256,0.4755534,14.675815,0,0
4992000,4992000,197644,0.277825,-0.031226834,0.4723849,14.675463,0,0
5992000,5992000,197644,0.2740225,-0.036592092,0.47223973,14.67576,0,0
6991000,6991000,197644,0.27744776,-0.03417406,0.47284278,14.674821,0,0
7988000,7988000,197644,0.27534628,-0.03666722,0.47456414,14.675691,0,0
8987000,8987000,197644,0.27570912,-0.031216118,0.47687194,14.675615,0,0
9991000,9991000,197644,0.27215645,-0.030819764,0.4719469,14.675827,0,0
10984000,10984000,197644,0.27352607,-0.030814694,0.4733962,14.674856,0,0
11992000,11992000,197644,0.2733385,-0.031841293,0.47649977,14.674871,0,0
12988000,12988000,197644,0.27429736,-0.034482032,0.47587124,14.67517,0,0
13988000,13988000,197644,0.27162474,-0.03396089,0.4752312,14.674984,0,0
14988000,14988000,197644,0.27877456,-0.034401387,0.4752362,14.675783,0,0
15992000,15992000,197644,0.27441472,-0.03478032,0.4702046,14.673764,0,0
16992000,16992000,197644,0.27243862,-0.030952595,0.47516793,14.672025,0,0
17991000,17991000,197644,0.272152,-0.03087987,0.4729073,14.671446,0,0
18984000,18984000,197644,0.27325663,-0.03718055,0.47339204,14.671661,0,0
19992000,19992000,197644,0.2722655,-0.030895231,0.47022364,14.671082,0,0
20991000,20991000,197644,0.273607,-0.031427097,0.47668874,14.6707945,0,0
21991000,21991000,197644,0.27310508,-0.033729345,0.4773794,14.670821,0,0
22984000,22984000,197644,0.27449274,-0.033651035,0.47168407,14.670477,0,0
23987000,23987000,197644,0.27978146,-0.030939354,0.47090092,14.670018,0,0
24983000,24983000,197644,0.2759621,-0.03157309,0.47047612,14.670873,0,0
25985000,25985000,197644,0.27202934,-0.029609516,0.47682628,14.6710415,0,0
26987000,26987000,197644,0.27144724,-0.030197104,0.47123182,14.669969,0,0
27987000,27987000,197644,0.27396104,-0.032552935,0.4720932,14.67124,0,0
28988000,28988000,197644,0.27348405,-0.03304208,0.4729875,14.670958,0,0
29992000,29992000,197644,0.27493456,-0.03728383,0.4693784,14.670485,0,0
30987000,30987000,197644,0.28001168,-0.03366847,0.47614977,14.670985,0,0
31988000,31988000,197644,0.27341083,-0.03635648,0.47473058,14.670508,0,0
32992000,32992000,197644,0.27515298,-0.03490098,0.4727093,14.671124,0,0
33988000,33988000,197644,0.27581415,-0.031714514,0.4706556,14.671044,0,0
34991000,34991000,197644,0.2717365,-0.033216033,0.47656187,14.671513,0,0
35988000,35988000,197644,0.2778599,-0.03090225,0.47031352,14.67112,0,0
36988000,36988000,197644,0.2720364,-0.03402076,0.47329375,14.67078,0,0
37981000,37981000,197644,0.27239603,-0.036362525,0.47126916,14.670612,0,0
38987000,38987000,197644,0.2768182,-0.027990153,0.4764668,14.673897,0,0
39984000,39984000,197644,0.28016782,-0.02678004,0.4750658,14.675139,0,0
40988000,40988000,197644,0.27961084,-0.032877732,0.4732958,14.6762085,0,0
41987000,41987000,197644,0.27819914,-0.02786368,0.4753788,14.676196,0,0
42988000,42988000,197644,0.2727531,-0.030181209,0.4758214,14.675995,0,0
43987000,43987000,197644,0.2761117,-0.030493421,0.4707826,14.675572,0,0
