timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
1003000,1003000,0.99803776,0.00041221388,-0.00017539157,0.06261367,0.0002397195,0.00032114267,0.00092568994,4.505122e-06,1.7760747e-05,0.0072554746,5.8334254e-11,-2.2770758e-11,-5.515052e-15,0.0,0.0,1.0282235e-08,0.27737138,1.1641532e-09,0.473502,0.0,0.0,0.0,0.0,0.0,7.718692e-06,0.0025962126,0.0025962126,0.0019609602,9.560917,9.560917,0.20427662,0.22042897,0.22042897,2.4523695,9.999993e-07,9.999993e-07,9.939845e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1992000,1992000,0.9980372,0.0003602819,-0.00012676862,0.062623076,0.0018112347,0.006974621,0.01120989,0.0004315902,0.0017280643,0.017042674,1.9648972e-07,-1.2691252e-07,3.4292184e-11,0.0,0.0,-5.819597e-08,0.27737138,1.1641532e-09,0.473502,0.0,0.0,0.0,0.0,0.0,4.2460247e-06,0.005262758,0.00526276,0.0010782138,1.1172203,1.1172203,0.24297737,0.25263515,0.25263515,0.5809513,9.887971e-07,9.887971e-07,6.262976e-07,4.0000004e-06,4.0000004e-06,3.990354e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3000000,3000000,0.9980372,-0.00012999061,1.2379302e-05,0.06262362,-0.0023830496,-0.0023335696,0.01407104,-0.000510705,1.3541052e-05,0.019227335,2.6807145e-06,-9.930499e-07,4.082421e-11,0.0,0.0,7.1677077e-06,0.27737138,1.1641532e-09,0.473502,0.0,0.0,0.0,0.0,0.0,3.6945419e-06,0.0049484153,0.004948414,0.0009383321,1.2425574,1.2425572,0.29871097,0.24864438,0.24864438,0.54108876,6.4271745e-07,6.427174e-07,2.1689391e-07,4.0000004e-06,4.0000004e-06,3.8232383e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3999000,3999000,0.9980382,-7.7232406e-05,-3.048053e-05,0.06260907,0.003130332,-0.0024796987,0.013980098,0.00047135758,-0.0010699987,0.02354379,1.197553e-06,-1.7128852e-07,1.60935e-11,0.0,0.0,2.018171e-05,0.27737138,1.1641532e-09,0.473502,0.0,0.0,0.0,0.0,0.0,2.8418262e-06,0.0025099725,0.002509974,0.00072209333,0.7444532,0.7444535,0.30055523,0.191539,0.19153902,0.64030814,2.7915436e-07,2.791541e-07,8.20633e-08,4.0000004e-06,4.0000004e-06,3.2398975e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5003000,4988000,0.99803764,-7.143516e-05,0.00021888968,0.06261684,0.00028554656,0.002959877,0.008436009,0.00035482363,0.0008474071,0.023292173,8.60558e-07,-1.5104589e-06,1.7243335e-10,0.0,0.0,3.1710435e-05,0.27737138,1.1641532e-09,0.473502,0.0,0.0,0.0,0.0,0.0,2.2516576e-06,0.0013192961,0.0013192954,0.00057199795,0.49534371,0.49534336,0.26004878,0.1513571,0.1513571,0.66907436,1.0474656e-07,1.047462e-07,3.8489013e-08,4.0000004e-06,4.0000004e-06,2.4599854e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6003000,5992000,0.9980368,-0.00017103819,0.0003103949,0.062629834,-0.0031704574,-0.0040648477,0.0071124057,-0.0005976494,-0.00087943405,0.018942073,9.723612e-07,-1.4265436e-06,1.2191763e-10,0.0,0.0,4.3672822e-05,0.27737138,1.1641532e-09,0.473502,0.0,0.0,0.0,0.0,0.0,1.8456317e-06,0.0006365076,0.00063650584,0.0004689579,0.32602668,0.32602683,0.21017006,0.12763928,0.1276393,0.6239697,3.5174928e-08,3.517461e-08,2.071154e-08,4.0000004e-06,4.0000004e-06,1.7337683e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6999000,6999000,0.99999934,-0.000102859296,0.00028511765,-0.0011131769,-0.0044025257,-0.0020941235,0.0021869391,-0.0013858434,-0.0009300422,0.02265802,2.1115196e-07,-5.203376e-07,-2.7294186e-10,0.0,0.0,4.4270488e-05,0.27511308,-0.034619942,0.47317812,0.0,0.0,0.0,0.0,0.0,1.5700311e-06,0.00029951715,0.00029951736,0.0025709956,0.20631781,0.20631784,0.17695653,0.10961903,0.10961907,0.6039831,1.2107076e-08,1.2106866e-08,1.259291e-08,4.0000004e-06,4.0000004e-06,1.2160102e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8003000,8003000,0.99999785,-0.00016064681,0.00020530444,-0.0020940956,-0.008781003,-0.003491954,0.00012781471,-0.0026688564,-0.0010933228,0.01970765,-1.7767519e-08,3.2099942e-07,3.5445166e-07,0.0,0.0,4.7156802e-05,0.27511308,-0.034619942,0.47317812,0.0,0.0,0.0,0.0,0.0,1.4417018e-06,0.00027786003,0.00027785933,0.00042222874,0.12772433,0.12772435,0.14856055,0.08289253,0.08289253,0.58514196,5.656869e-09,5.6566924e-09,1.2487854e-08,4.0000004e-06,4.0000004e-06,8.3696557e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8995000,8995000,0.99999857,-7.670574e-05,-5.2696156e-05,-0.0017168836,-0.0050761253,-0.0035551337,0.0019163041,-0.004007129,-0.00265211,0.01923781,-2.0251099e-07,8.110783e-07,-5.9569274e-08,0.0,0.0,4.90643e-05,0.27511308,-0.034619942,0.47317812,0.0,0.0,0.0,0.0,0.0,1.4336468e-06,0.00016005525,0.00016005388,0.00026093744,0.18678883,0.18678921,0.121883735,0.12087083,0.12087086,0.5455493,4.7314392e-09,4.731277e-09,1.19398536e-08,4.0000004e-06,4.0000004e-06,5.7387575e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
9996000,9996000,0.99999917,1.7878809e-05,-0.00016099612,-0.001359707,0.002842862,-0.0012331501,-0.0047446787,-0.00042779653,-0.0009050951,0.017461644,-2.568056e-07,8.737929e-07,-9.4325554e-07,0.0,0.0,5.0084993e-05,0.27511308,-0.034619942,0.47317812,0.0,0.0,0.0,0.0,0.0,1.4329814e-06,5.8184203e-05,5.818268e-05,0.00022288876,0.10811992,0.10812048,0.10055474,0.10531775,0.10531792,0.5141933,4.679847e-09,4.6796886e-09,1.0765617e-08,4.0000004e-06,4.0000004e-06,3.9615094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
