timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
5331000,5305250,6620172,49.93145,14.675043,100726.73,1.2189398
5383000,5358416,6620172,49.954926,14.675502,100726.44,1.218936
5433000,5408000,6620172,49.926754,14.675793,100726.74,1.2189379
5483000,5462181,6620172,49.936146,14.675482,100726.664,1.2189378
5535000,5513333,6620172,49.93145,14.67481,100726.72,1.2189399
5591000,5565818,6620172,49.94084,14.675407,100726.555,1.218939
5643000,5621300,6620172,49.95023,14.67518,100726.48,1.2189366
5695000,5672583,6620172,49.954926,14.6750555,100726.445,1.2189374
5748000,5723666,6620172,49.973705,14.674742,100726.19,1.2189362
5800000,5777111,6620172,49.964314,14.675759,100726.3,1.2189345
5851000,5827454,6620172,49.91267,14.675017,100726.96,1.2189455
5901000,5879000,6620172,49.922062,14.675608,100726.82,1.2189416
5951000,5928600,6620172,49.936146,14.674693,100726.61,1.2189382
6003000,5979333,6620172,49.95023,14.6761465,100726.47,1.218934
6057000,6030916,6620172,49.964314,14.675325,100726.27,1.2189372
6108000,6086363,6620172,49.936146,14.675962,100726.66,1.2189419
6160000,6134083,6620172,49.94084,14.675897,100726.58,1.218938
6212000,6187545,6620172,49.91267,14.675808,100726.93,1.2189441
6268000,6239916,6620172,49.91267,14.676225,100726.93,1.2189403
6320000,6294833,6620172,49.95023,14.675167,100726.47,1.218937
6372000,6345500,6620172,49.945534,14.675594,100726.49,1.2189384
6427000,6401750,6620172,49.926754,14.676073,100726.76,1.21894
6478000,6454454,6620172,49.93145,14.674909,100726.734,1.218942
6532000,6507900,6620172,49.94084,14.67506,100726.55,1.218937
6584000,6559000,6620172,49.922062,14.676049,100726.83,1.2189407
6641000,6613900,6620172,49.964314,14.675298,100726.28,1.2189368
6692000,6669100,6620172,49.889194,14.675015,100727.18,1.2189436
6743000,6719384,6620172,49.90328,14.676053,100727.02,1.2189404
6796000,6772900,6620172,49.945534,14.6751375,100726.53,1.2189373
6848000,6821916,6620172,49.936146,14.675915,100726.63,1.2189364
6900000,6876272,6620172,49.91267,14.675562,100726.96,1.2189411
6951000,6926272,6620172,49.90328,14.674998,100727.05,1.218946
7004000,6979250,6620172,49.95962,14.675331,100726.336,1.2189367
7055000,7033181,6620172,49.964314,14.674747,100726.27,1.2189376
7108000,7083000,6620172,49.91267,14.674689,100726.96,1.2189407
7160000,7136454,6620172,49.94084,14.675922,100726.6,1.218941
7212000,7186090,6620172,49.936146,14.675954,100726.66,1.2189403
7263000,7240888,6620172,49.936146,14.675694,100726.65,1.2189415
7316000,7292454,6620172,49.936146,14.6757145,100726.66,1.2189375
7368000,7342500,6620172,49.95023,14.675228,100726.48,1.2189379
7420000,7395222,6620172,49.917366,14.67589,100726.88,1.2189444
7473000,7448416,6620172,49.898586,14.676036,100727.12,1.2189417
7523000,7501416,6620172,49.936146,14.674921,100726.63,1.2189374
7576000,7553700,6620172,49.926754,14.675819,100726.74,1.2189395
7627000,7604200,6620172,49.94084,14.676116,100726.58,1.2189381
7680000,7656833,6620172,49.964314,14.67581,100726.32,1.2189358
7732000,7707777,6620172,49.95962,14.675687,100726.39,1.2189391
7783000,7759250,6620172,49.898586,14.675923,100727.11,1.2189448
7833000,7808090,6620172,49.922062,14.675193,100726.8,1.2189425
7883000,7863600,6620172,49.954926,14.67505,100726.45,1.2189375
7935000,7910181,6620172,49.936146,14.675387,100726.66,1.2189393
7988000,7964545,6620172,49.9784,14.676007,100726.15,1.218932
8044000,8017666,6620172,49.926754,14.675918,100726.74,1.2189386
8096000,8071250,6620172,49.91267,14.674908,100726.95,1.218941
8147000,8123545,6620172,49.954926,14.67523,100726.44,1.2189397
8199000,8173818,6620172,49.91267,14.675074,100726.914,1.2189411
8252000,8227636,6620172,49.954926,14.674683,100726.41,1.2189349
8307000,8279769,6620172,49.89389,14.67541,100727.14,1.2189425
8359000,8334750,6620172,49.94084,14.676048,100726.56,1.218938
8412000,8389272,6620172,49.91267,14.675399,100726.945,1.2189411
8463000,8441545,6620172,49.94084,14.676005,100726.586,1.2189399
8517000,8490000,6620172,49.95023,14.676176,100726.46,1.2189381
8567000,8543333,6620172,49.964314,14.674678,100726.33,1.2189357
8620000,8595727,6620172,49.922062,14.675672,100726.81,1.218943
8672000,8647538,6620172,49.95023,14.675941,100726.47,1.2189347
8728000,8698583,6620172,49.945534,14.675063,100726.53,1.2189356
8779000,8756583,6620172,49.922062,14.675056,100726.79,1.2189385
8832000,8810100,6620172,49.926754,14.675639,100726.76,1.2189397
8884000,8860818,6620172,49.936146,14.675842,100726.664,1.2189362
8937000,8911083,6620172,49.95023,14.675311,100726.46,1.2189337
8987000,8964090,6620172,49.936146,14.67534,100726.664,1.2189385
9040000,9016500,6620172,49.922062,14.675317,100726.8,1.2189397
9093000,9066916,6620172,49.95962,14.676173,100726.37,1.2189374
9144000,9121909,6620172,49.94084,14.675498,100726.6,1.2189362
9197000,9170833,6620172,49.945534,14.674853,100726.52,1.2189364
9247000,9225181,6620172,49.945534,14.675935,100726.51,1.2189376
9297000,9273545,6620172,49.90328,14.675164,100727.016,1.2189413
9348000,9325727,6620172,49.936146,14.675764,100726.63,1.2189382
9401000,9375363,6620172,49.94084,14.67529,100726.6,1.2189401
9451000,9428333,6620172,49.936146,14.675986,100726.65,1.2189362
9504000,9478833,6620172,49.954926,14.675656,100726.44,1.2189373
9555000,9535000,6620172,49.922062,14.675946,100726.8,1.2189394
9611000,9583916,6620172,49.93145,14.67578,100726.68,1.218941
9665000,9639833,6620172,49.926754,14.675897,100726.74,1.2189415
9719000,9693363,6620172,49.8845,14.67582,100727.25,1.2189445
9772000,9746416,6620172,49.917366,14.675713,100726.86,1.218942
9823000,9799909,6620172,49.9784,14.674698,100726.164,1.2189337
9873000,9849300,6620172,49.945534,14.675388,100726.5,1.2189401
9923000,9901500,6620172,49.93145,14.67571,100726.73,1.2189432
9975000,9952833,6620172,49.94084,14.67574,100726.57,1.2189413
10028000,10004727,6620172,49.922062,14.674949,100726.77,1.2189438
10079000,10053727,6620172,49.936146,14.67578,100726.63,1.2189356
10131000,10107600,6620172,49.922062,14.6757145,100726.83,1.218942
10183000,10157454,6620172,49.96901,14.674686,100726.234,1.2189327
10237000,10212636,6620172,49.93145,14.674717,100726.7,1.2189392
10288000,10265090,6620172,49.898586,14.675036,100727.07,1.2189432
10339000,10316583,6620172,49.936146,14.675931,100726.63,1.2189373
10393000,10368600,6620172,49.94084,14.675784,100726.6,1.218939
10443000,10420181,6620172,49.91267,14.674987,100726.95,1.2189445
10495000,10472000,6620172,49.93145,14.675604,100726.68,1.2189425
10548000,10523454,6620172,49.94084,14.676206,100726.6,1.2189418
10600000,10577250,6620172,49.93145,14.675746,100726.72,1.2189413
10652000,10627692,6620172,49.954926,14.675095,100726.44,1.2189343
10704000,10682100,6620172,49.922062,14.675737,100726.77,1.2189422
10756000,10734100,6620172,49.94084,14.675168,100726.55,1.2189361
10807000,10783454,6620172,49.94084,14.676218,100726.56,1.2189378
10860000,10833200,6620172,49.91267,14.675985,100726.91,1.2189422
10912000,10888000,6620172,49.954926,14.6758375,100726.41,1.2189382
10967000,10941166,6620172,49.91267,14.676143,100726.9,1.2189407
11019000,10995090,6620172,49.983097,14.675622,100726.05,1.2189343
11073000,11047384,6620172,49.93145,14.674729,100726.695,1.2189404
11123000,11101000,6620172,49.94084,14.675481,100726.56,1.2189399
11175000,11152833,6620172,49.95962,14.674689,100726.36,1.2189385
11228000,11205166,6620172,49.922062,14.6756,100726.805,1.2189407
11283000,11255923,6620172,49.91267,14.675619,100726.93,1.2189404
11335000,11310818,6620172,49.922062,14.6755495,100726.8,1.2189417
11387000,11363166,6620172,49.945534,14.675629,100726.484,1.2189348
11437000,11412600,6620172,49.898586,14.676203,100727.086,1.2189442
11487000,11464100,6620172,49.922062,14.675077,100726.82,1.218939
11541000,11515500,6620172,49.94084,14.675253,100726.55,1.2189364
11592000,11569000,6620172,49.936146,14.675997,100726.64,1.2189416
11643000,11621416,6620172,49.936146,14.676195,100726.66,1.218942
11695000,11671615,6620172,49.945534,14.675725,100726.49,1.2189392
11747000,11723545,6620172,49.95962,14.675616,100726.375,1.2189387
11799000,11775545,6620172,49.936146,14.675259,100726.63,1.2189395
11851000,11826500,6620172,49.95962,14.675813,100726.37,1.2189368
11903000,11878555,6620172,49.964314,14.675131,100726.3,1.2189347
11956000,11931500,6620172,49.945534,14.675909,100726.51,1.2189378
12007000,11983384,6620172,49.945534,14.676217,100726.52,1.2189378
12060000,12038636,6620172,49.917366,14.675222,100726.85,1.2189448
12112000,12084600,6620172,49.936146,14.675606,100726.63,1.2189403
12164000,12140083,6620172,49.95023,14.675767,100726.46,1.2189391
12217000,12193000,6620172,49.922062,14.67518,100726.82,1.2189379
12268000,12245909,6620172,49.917366,14.67577,100726.88,1.2189403
12319000,12294333,6620172,49.926754,14.676141,100726.74,1.2189416
12371000,12347727,6620172,49.936146,14.675174,100726.66,1.2189378
12423000,12400750,6620172,49.922062,14.676209,100726.8,1.2189415
12475000,12452454,6620172,49.93145,14.675857,100726.72,1.2189397
12528000,12504000,6620172,49.95962,14.674859,100726.38,1.218938
12583000,12556000,6620172,49.89389,14.675125,100727.14,1.2189426
12633000,12609583,6620172,49.90328,14.675712,100727.02,1.2189457
12687000,12661583,6620172,49.954926,14.675878,100726.44,1.2189375
12737000,12713181,6620172,49.90328,14.6756,100727.01,1.2189451
12788000,12764545,6620172,49.945534,14.675263,100726.5,1.218937
12843000,12815000,6620172,49.91267,14.6748085,100726.96,1.2189395
12895000,12873000,6620172,49.954926,14.676001,100726.445,1.2189392
12948000,12922909,6620172,49.922062,14.675608,100726.836,1.21894
13001000,12976750,6620172,49.917366,14.676105,100726.86,1.2189398
13051000,13027400,6620172,49.922062,14.675378,100726.8,1.2189376
13103000,13079615,6620172,49.917366,14.676227,100726.86,1.2189415
13156000,13130333,6620172,49.945534,14.674937,100726.516,1.2189366
13207000,13183666,6620172,49.922062,14.675995,100726.8,1.2189434
13257000,13234727,6620172,49.936146,14.675397,100726.64,1.2189419
13307000,13283800,6620172,49.95962,14.675237,100726.336,1.2189343
13359000,13337181,6620172,49.94084,14.676124,100726.6,1.2189376
13411000,13388100,6620172,49.95962,14.675867,100726.38,1.2189367
13463000,13440272,6620172,49.94084,14.675325,100726.586,1.2189372
13517000,13491545,6620172,49.926754,14.675443,100726.75,1.2189381
13568000,13544222,6620172,49.95962,14.675721,100726.38,1.2189333
13619000,13596000,6620172,49.93145,14.674906,100726.72,1.2189412
13671000,13647272,6620172,49.95962,14.675854,100726.35,1.2189356
13723000,13699230,6620172,49.93145,14.675023,100726.73,1.2189391
13776000,13752090,6620172,49.964314,14.675166,100726.305,1.2189368
13827000,13804181,6620172,49.936146,14.675391,100726.63,1.2189413
13877000,13854200,6620172,49.922062,14.675911,100726.836,1.2189438
13928000,13906181,6620172,49.926754,14.67527,100726.74,1.2189413
13980000,13957000,6620172,49.926754,14.675373,100726.76,1.2189435
14033000,14006818,6620172,49.94084,14.675481,100726.55,1.218939
14083000,14061363,6620172,49.96901,14.675159,100726.266,1.2189374
14136000,14112916,6620172,49.94084,14.675816,100726.555,1.2189386
14188000,14165083,6620172,49.945534,14.675621,100726.516,1.2189375
14239000,14215538,6620172,49.936146,14.675676,100726.63,1.218936
14291000,14269083,6620172,49.954926,14.675402,100726.42,1.2189388
14343000,14318090,6620172,49.95023,14.67556,100726.47,1.2189367
14395000,14372083,6620172,49.93145,14.676219,100726.69,1.2189412
14447000,14420454,6620172,49.922062,14.675426,100726.83,1.2189406
14499000,14475454,6620172,49.926754,14.675577,100726.74,1.2189406
14551000,14527545,6620172,49.93145,14.676189,100726.69,1.2189381
14604000,14580100,6620172,49.94084,14.675464,100726.58,1.2189401
14655000,14629454,6620172,49.936146,14.676009,100726.64,1.2189397
14708000,14683384,6620172,49.922062,14.676108,100726.78,1.218938
14761000,14734636,6620172,49.95023,14.676113,100726.47,1.2189387
14812000,14788090,6620172,49.95023,14.675255,100726.47,1.2189397
14863000,14839727,6620172,49.964314,14.674848,100726.305,1.2189369
14915000,14890583,6620172,49.95962,14.675876,100726.39,1.2189344
14968000,14942000,6620172,49.992485,14.67535,100725.95,1.2189339
15019000,14995692,6620172,49.992485,14.674835,100725.96,1.2189344
15072000,15049727,6620172,50.00657,14.674838,100725.82,1.2189343
15123000,15099384,6620172,50.03474,14.675202,100725.48,1.2189307
15173000,15151181,6620172,50.039436,14.674513,100725.39,1.2189257
15223000,15201333,6620172,50.08169,14.674254,100724.9,1.2189189
15273000,15250636,6620172,50.086384,14.673797,100724.84,1.218922
15323000,15300818,6620172,50.062912,14.674328,100725.12,1.2189238
15377000,15350750,6620172,50.08169,14.67393,100724.875,1.2189226
15427000,15407400,6620172,50.08169,14.67439,100724.93,1.2189212
15481000,15456181,6620172,50.133335,14.673695,100724.26,1.2189175
15533000,15510727,6620172,50.142727,14.674135,100724.18,1.2189152
15584000,15560272,6620172,50.13803,14.673926,100724.24,1.2189146
15641000,15614818,6620172,50.19437,14.674181,100723.58,1.2189109
15695000,15671700,6620172,50.203762,14.673533,100723.484,1.2189081
15748000,15725454,6620172,50.184982,14.673778,100723.66,1.218908
15803000,15778818,6620172,50.22254,14.67413,100723.22,1.218905
15854000,15832416,6620172,50.217846,14.6729965,100723.234,1.2189063
15908000,15883000,6620172,50.217846,14.673164,100723.26,1.2189074
15959000,15936636,6620172,50.25071,14.672791,100722.91,1.2189051
16012000,15987500,6620172,50.255405,14.673464,100722.8,1.2189034
16064000,16041727,6620172,50.274185,14.67365,100722.62,1.2188988
16116000,16090166,6620172,50.283577,14.673221,100722.49,1.2189015
16167000,16143153,6620172,50.31644,14.672698,100722.11,1.2188942
16220000,16195538,6620172,50.321136,14.672441,100722.04,1.2188905
16272000,16247583,6620172,50.36339,14.672206,100721.5,1.2188876
16327000,16299846,6620172,50.330524,14.672979,100721.914,1.2188935
16378000,16355461,6620172,50.358696,14.672104,100721.61,1.2188878
16428000,16406200,6620172,50.36339,14.672536,100721.516,1.2188901
16479000,16456363,6620172,50.344612,14.6733675,100721.75,1.2188894
16532000,16507818,6620172,50.386868,14.673111,100721.25,1.2188878
16583000,16559333,6620172,50.39156,14.672605,100721.19,1.2188858
16636000,16611461,6620172,50.415035,14.673063,100720.9,1.2188823
16688000,16662818,6620172,50.405647,14.672926,100721.04,1.2188864
16740000,16717333,6620172,50.41973,14.672447,100720.86,1.2188823
16792000,16766700,6620172,50.447903,14.671986,100720.49,1.2188781
16843000,16817750,6620172,50.43851,14.672407,100720.664,1.218882
16896000,16872500,6620172,50.47138,14.671891,100720.22,1.2188773
16948000,16921727,6620172,50.47607,14.672104,100720.18,1.2188723
16999000,16976083,6620172,50.499546,14.671782,100719.9,1.2188718
17051000,17027416,6620172,50.499546,14.672529,100719.92,1.2188703
17101000,17077000,6620172,50.518326,14.671915,100719.68,1.218873
17151000,17127600,6620172,50.52302,14.67107,100719.65,1.2188679
17203000,17178750,6620172,50.504242,14.671839,100719.875,1.2188702
17255000,17231461,6620172,50.508938,14.671854,100719.766,1.2188727
17312000,17284500,6620172,50.480766,14.670916,100720.125,1.2188745
17368000,17339846,6620172,50.555885,14.671904,100719.24,1.2188653
17419000,17394363,6620172,50.532413,14.671894,100719.53,1.2188679
17472000,17447900,6620172,50.551193,14.671305,100719.29,1.2188691
17523000,17498666,6620172,50.565277,14.671332,100719.125,1.218863
17581000,17553833,6620172,50.59814,14.670735,100718.695,1.2188591
17634000,17611285,6620172,50.621616,14.670421,100718.45,1.2188584
17688000,17665100,6620172,50.59345,14.670502,100718.8,1.2188594
17739000,17715600,6620172,50.588753,14.671643,100718.83,1.2188636
17793000,17768700,6620172,50.588753,14.671643,100718.82,1.2188655
17843000,17819636,6620172,50.640396,14.670434,100718.22,1.2188565
17895000,17870083,6620172,50.61692,14.671066,100718.51,1.218861
17947000,17921750,6620172,50.66387,14.670174,100717.95,1.2188512
17999000,17975166,6620172,50.66387,14.670112,100717.945,1.2188537
18051000,18028000,6620172,50.659176,14.670648,100718.016,1.2188532
18108000,18079769,6620172,50.668568,14.671019,100717.875,1.2188537
18163000,18136090,6620172,50.659176,14.670539,100718.02,1.2188507
18216000,18190833,6620172,50.602837,14.670997,100718.68,1.2188598
18272000,18243333,6620172,50.602837,14.671722,100718.68,1.2188613
18323000,18299500,6620172,50.63101,14.671448,100718.336,1.2188543
18376000,18354909,6620172,50.61223,14.671411,100718.555,1.2188613
18428000,18403153,6620172,50.56058,14.671074,100719.18,1.2188663
18478000,18455230,6620172,50.607533,14.670431,100718.65,1.218862
18532000,18507545,6620172,50.565277,14.670863,100719.13,1.2188663
18584000,18561222,6620172,50.588753,14.671754,100718.875,1.2188637
18635000,18613000,6620172,50.574665,14.671237,100719.03,1.2188615
18688000,18664750,6620172,50.61223,14.671013,100718.58,1.2188615
18739000,18715153,6620172,50.569973,14.672031,100719.04,1.218864
18791000,18768250,6620172,50.59814,14.671242,100718.74,1.2188637
18843000,18817833,6620172,50.551193,14.671049,100719.28,1.2188694
18895000,18871384,6620172,50.59345,14.671263,100718.76,1.2188584
18948000,18924300,6620172,50.565277,14.671279,100719.14,1.2188644
19000000,18975454,6620172,50.588753,14.670946,100718.84,1.2188605
19052000,19027500,6620172,50.59814,14.671108,100718.73,1.2188617
19103000,19079538,6620172,50.588753,14.6706085,100718.875,1.2188622
19153000,19127727,6620172,50.61692,14.6715765,100718.46,1.2188604
19203000,19179700,6620172,50.5418,14.671351,100719.414,1.2188692
19255000,19232333,6620172,50.57936,14.671085,100718.945,1.2188649
19307000,19285000,6620172,50.588753,14.670832,100718.83,1.2188591
19360000,19334545,6620172,50.602837,14.671281,100718.68,1.2188584
19412000,19386666,6620172,50.546497,14.671535,100719.336,1.218867
19463000,19442700,6620172,50.569973,14.671718,100719.07,1.218867
19516000,19491384,6620172,50.57936,14.671187,100718.94,1.2188607
19567000,19543230,6620172,50.57936,14.671549,100718.94,1.2188612
19618000,19595461,6620172,50.621616,14.671148,100718.43,1.2188601
19672000,19647307,6620172,50.602837,14.670753,100718.68,1.2188584
19723000,19699818,6620172,50.59345,14.67079,100718.79,1.2188586
19773000,19747909,6620172,50.59345,14.671076,100718.75,1.2188603
19823000,19802909,6620172,50.59814,14.670918,100718.734,1.2188579
19875000,19850750,6620172,50.588753,14.671261,100718.875,1.2188604
19931000,19904333,6620172,50.574665,14.67115,100718.984,1.2188652
19981000,19957916,6620172,50.61692,14.670839,100718.5,1.218861
20032000,20008818,6620172,50.574665,14.67136,100718.97,1.2188638
20084000,20061166,6620172,50.574665,14.671947,100718.984,1.218865
20135000,20113500,6620172,50.57936,14.671929,100718.96,1.2188615
20191000,20162545,6620172,50.621616,14.671357,100718.44,1.2188586
20243000,20217916,6620172,50.59345,14.671212,100718.77,1.2188636
20297000,20270545,6620172,50.61692,14.670508,100718.484,1.2188556
20347000,20324545,6620172,50.63101,14.670577,100718.34,1.2188591
20400000,20373666,6620172,50.59814,14.671224,100718.7,1.2188638
20452000,20427545,6620172,50.588753,14.670828,100718.83,1.2188635
20503000,20478500,6620172,50.59345,14.671837,100718.76,1.2188586
20556000,20531461,6620172,50.59345,14.670865,100718.77,1.2188611
20608000,20584083,6620172,50.59814,14.670474,100718.734,1.2188641
20659000,20636833,6620172,50.565277,14.671585,100719.09,1.218863
20712000,20689727,6620172,50.59345,14.671641,100718.805,1.2188654
20763000,20739000,6620172,50.61692,14.671744,100718.484,1.2188613
20816000,20792750,6620172,50.61692,14.671467,100718.46,1.218856
20867000,20842083,6620172,50.61223,14.67117,100718.58,1.218861
20919000,20895461,6620172,50.607533,14.671853,100718.625,1.2188629
20971000,20947666,6620172,50.584057,14.671169,100718.89,1.2188647
21023000,20999076,6620172,50.588753,14.670777,100718.82,1.2188642
21073000,21049666,6620172,50.555885,14.671841,100719.22,1.2188653
21123000,21099909,6620172,50.602837,14.6704445,100718.66,1.2188592
21175000,21152416,6620172,50.569973,14.6708765,100719.05,1.2188624
21227000,21204545,6620172,50.61223,14.671255,100718.54,1.21886
21279000,21256583,6620172,50.61692,14.671714,100718.5,1.2188611
21332000,21306454,6620172,50.588753,14.671657,100718.81,1.2188598
21383000,21360250,6620172,50.61692,14.670269,100718.484,1.218858
21437000,21411461,6620172,50.602837,14.671814,100718.66,1.2188625
21487000,21466100,6620172,50.626312,14.670633,100718.41,1.2188601
21540000,21516000,6620172,50.607533,14.670332,100718.59,1.21886
21592000,21567555,6620172,50.649788,14.671461,100718.13,1.2188516
21647000,21619000,6620172,50.61223,14.671166,100718.555,1.2188579
21700000,21675636,6620172,50.607533,14.670958,100718.63,1.2188619
21752000,21730000,6620172,50.621616,14.6707945,100718.45,1.2188581
21803000,21779500,6620172,50.645092,14.670913,100718.16,1.2188547
21856000,21832833,6620172,50.584057,14.67091,100718.9,1.2188615
21907000,21881833,6620172,50.621616,14.671504,100718.44,1.2188604
21959000,21935909,6620172,50.645092,14.6703415,100718.17,1.2188524
22011000,21985750,6620172,50.645092,14.6710415,100718.17,1.2188585
22064000,22040900,6620172,50.626312,14.6709795,100718.375,1.2188567
22116000,22089916,6620172,50.626312,14.670981,100718.414,1.2188554
22168000,22143583,6620172,50.61692,14.670899,100718.48,1.2188579
22219000,22195461,6620172,50.640396,14.671512,100718.2,1.2188537
22272000,22247416,6620172,50.626312,14.671355,100718.41,1.218857
22323000,22298909,6620172,50.63101,14.671578,100718.32,1.2188588
22377000,22352416,6620172,50.6357,14.67084,100718.266,1.2188597
22427000,22406400,6620172,50.626312,14.671176,100718.42,1.2188568
22483000,22455846,6620172,50.61692,14.670694,100718.516,1.2188598
