timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
515000,0.0,0.0,0.0,0.0
524000,0.0,0.0,0.0,0.0
716000,0.0,0.0,0.0,0.0
920000,0.0,0.0,0.0,0.0
1112000,0.0,0.0,0.0,0.0
1317000,0.0,0.0,0.0,0.0
1516000,0.0,0.0,0.0,0.0
1712000,0.0,0.0,0.0,0.0
1919000,0.0,0.0,0.0,0.0
2111000,0.0,0.0,0.0,0.0
2316000,0.0,0.0,0.0,0.0
2515000,0.0,0.0,0.0,0.0
2715000,0.0,0.0,0.0,0.0
2911000,0.0,0.0,0.0,0.0
3115000,0.0,0.0,0.0,0.0
3312000,0.0,0.0,0.0,0.0
3516000,0.0,0.0,0.0,0.0
3716000,0.0,0.0,0.0,0.0
3916000,0.0,0.0,0.0,0.0
4115000,0.0,0.0,0.0,0.0
4340000,0.0,0.0,0.0,0.0
4517000,0.0,0.0,0.0,0.0
4717000,0.0,0.0,0.0,0.0
4916000,0.0,0.0,0.0,0.0
5115000,0.0,0.0,0.0,0.0
5317000,0.0,0.0,0.0,0.0
5515000,0.0,0.0,0.0,0.0
5712000,0.0,0.0,0.0,0.0
5917000,0.0,0.0,0.0,0.0
6116000,0.0,0.0,0.0,0.0
6315000,0.0,0.0,0.0,0.0
6515000,0.0,0.0,0.0,0.0
6715000,0.0,0.0,0.0,0.0
6916000,0.0,0.0,0.0,0.0
7119000,0.0,0.0,0.0,0.0
7316000,0.0,0.0,0.0,0.0
7516000,0.0,0.0,0.0,0.0
7720000,0.0,0.0,0.0,0.0
7916000,0.0,0.0,0.0,0.0
8115000,0.0,0.0,0.0,0.0
8315000,0.0,0.0,0.0,0.0
8517000,0.0,0.0,0.0,0.0
8721000,0.0,0.0,0.0,0.0
8917000,0.0,0.0,0.0,0.0
9120000,0.0,0.0,0.0,0.0
9316000,0.0,0.0,0.0,0.0
9519000,0.0,0.0,0.0,0.0
9719000,0.0,0.0,0.0,0.0
9916000,0.0,0.0,0.0,0.0
10119000,0.0,0.0,0.0,0.0
10316000,0.0,0.0,0.0,0.0
10512000,0.0,0.0,0.0,0.0
10717000,0.0,0.0,0.0,0.0
10917000,0.0,0.0,0.0,0.0
11115000,0.0,0.0,0.0,0.0
11315000,0.0,0.0,0.0,0.0
11517000,0.0,0.0,0.0,0.0
11715000,0.0,0.0,0.0,0.0
11912000,0.0,0.0,0.0,0.0
12115000,0.0,0.0,0.0,0.0
12312000,0.0,0.0,0.0,0.0
12516000,0.0,0.0,0.0,0.0
12717000,0.0,0.0,0.0,0.0
12917000,0.0,0.0,0.0,0.0
13115000,0.0,0.0,0.0,0.0
13317000,0.0,0.0,0.0,0.0
13517000,0.0,0.0,0.0,0.0
13716000,-0.0004015891,0.0001535254,4.71212e-05,0.0
13915000,-0.0012332933,0.0005612116,0.00013907773,0.0
14116000,-0.002101997,0.00084175286,0.00022974225,0.0
14320000,-0.002632959,0.00090703706,0.00031300177,0.0
14516000,-0.0026074399,0.00076844415,0.0003819602,0.0
14711000,-0.0021139144,0.000636598,0.00044114108,0.0
14915000,-0.0015130695,0.00044494699,0.0004179912,0.0
15116000,-0.0012586446,0.00030123437,0.00033151847,0.0
15316000,-0.0009955174,0.00031724392,0.00025151912,0.0
15516000,-0.000650787,0.0002235452,0.00019066373,0.0
15715000,-0.0004994382,0.00020000197,0.000155611,0.0
15916000,-0.00044956553,6.368237e-05,0.00014182639,0.0
16116000,-0.00028830805,6.2455096e-05,0.00013866357,0.0
16315000,-0.00028123517,6.898412e-05,0.00014056334,0.0
16516000,-0.00026660983,0.00012388607,0.00014168405,0.0
16716000,-0.00020958866,0.0001251109,0.00013803414,0.0
16915000,-0.0001458257,7.829106e-06,0.00012367981,0.0
17115000,-0.00013033328,2.7667193e-05,0.000111627356,0.0
17316000,-0.00011142409,5.2775446e-05,0.000100404206,0.0
17515000,-8.18312e-06,1.3739156e-06,9.116817e-05,0.0
17716000,-8.777765e-05,-1.1188317e-06,7.774639e-05,0.0
17916000,-6.205931e-05,-5.05237e-05,7.027866e-05,0.0
18116000,-5.3044016e-05,-7.0867e-05,7.15977e-05,0.0
18316000,-1.5366253e-05,1.0862994e-05,6.668322e-05,0.0
18516000,-6.933048e-05,5.2094376e-05,6.1727966e-05,0.0
18715000,-0.00013330941,-3.460668e-05,5.5655662e-05,0.0
