timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
1003000,1003000,0.9980601,0.00041215733,-0.00017554316,0.062255505,0.00023995934,0.00032098958,0.0009256676,4.518263e-06,1.7758312e-05,0.0072554727,5.833669e-11,-2.2772367e-11,-5.5127564e-15,0.0,0.0,1.0282235e-08,0.2772491,6.2282197e-09,0.47308517,0.0,0.0,0.0,0.0,0.0,7.630652e-06,0.0025962486,0.0025962498,0.001961048,9.560922,9.560922,0.20427662,0.22042897,0.22042897,2.4523695,9.999993e-07,9.999993e-07,9.939845e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1992000,1992000,0.99805963,0.000360242,-0.00012690114,0.062264927,0.0018162777,0.0069733947,0.01120992,0.00043284037,0.0017277743,0.017042635,1.9649264e-07,-1.2691444e-07,3.4298047e-11,0.0,0.0,-5.819597e-08,0.2772491,6.2282197e-09,0.47308517,0.0,0.0,0.0,0.0,0.0,4.197581e-06,0.0052627893,0.005262791,0.0010782625,1.1172262,1.1172262,0.24297737,0.2526356,0.2526356,0.5809513,9.887972e-07,9.887972e-07,6.2629744e-07,4.0000004e-06,4.0000004e-06,3.990354e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3000000,3000000,0.99805963,-0.00012980617,1.2460493e-05,0.062265437,-0.0023889593,-0.0023312464,0.01406803,-0.00051280454,1.1866276e-05,0.01922475,2.6787866e-06,-9.926946e-07,4.15019e-11,0.0,0.0,7.17305e-06,0.2772491,6.2282197e-09,0.47308517,0.0,0.0,0.0,0.0,0.0,3.6523516e-06,0.0049469895,0.0049469904,0.0009383746,1.2405002,1.2404997,0.29875633,0.24845326,0.24845321,0.5413484,6.42751e-07,6.4275076e-07,2.1689367e-07,4.0000004e-06,4.0000004e-06,3.823297e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3999000,3999000,0.9980606,-7.131526e-05,-2.8952643e-05,0.062250696,0.0031639775,-0.002232322,0.014042549,0.00047690253,-0.0010557008,0.023649266,1.1771343e-06,-1.7139796e-07,1.7781216e-11,0.0,0.0,2.0154814e-05,0.2772491,6.2282197e-09,0.47308517,0.0,0.0,0.0,0.0,0.0,2.8093327e-06,0.0025052428,0.0025052433,0.0007221259,0.74906987,0.7490703,0.3016098,0.1948138,0.19481386,0.64302504,2.7851146e-07,2.7851144e-07,8.2063224e-08,4.0000004e-06,4.0000004e-06,3.2447956e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5003000,4988000,0.9980601,-7.470211e-05,0.00021968469,0.062258694,0.00028568212,0.0029020396,0.0084216595,0.00034805274,0.0008105339,0.023318008,8.8674443e-07,-1.517319e-06,1.7537784e-10,0.0,0.0,3.1713716e-05,0.2772491,6.2282197e-09,0.47308517,0.0,0.0,0.0,0.0,0.0,2.2259458e-06,0.0013002332,0.0013002354,0.0005720234,0.47970706,0.4797063,0.26130673,0.14869197,0.14869195,0.6735175,1.0376247e-07,1.0376205e-07,3.8489e-08,4.0000004e-06,4.0000004e-06,2.4652568e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6003000,5992000,0.9980593,-0.00017126344,0.0003101562,0.062271647,-0.0031674993,-0.00406818,0.0071162987,-0.0005970156,-0.00088530354,0.018933274,9.773086e-07,-1.4287148e-06,1.2309641e-10,0.0,0.0,4.371363e-05,0.2772491,6.2282197e-09,0.47308517,0.0,0.0,0.0,0.0,0.0,1.8279067e-06,0.000640241,0.0006402404,0.00046983486,0.32782695,0.32782707,0.20993988,0.1261371,0.12613708,0.6217445,3.5531624e-08,3.5531198e-08,2.0828466e-08,4.0000004e-06,4.0000004e-06,1.737238e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6999000,6999000,0.99999934,-0.00010237875,0.00028435318,-0.0011128599,-0.004380327,-0.0020688847,0.0021893606,-0.0013786296,-0.0009231931,0.022658616,2.0909516e-07,-5.178547e-07,-2.7511035e-10,0.0,0.0,4.430638e-05,0.2751121,-0.034619823,0.47317883,0.0,0.0,0.0,0.0,0.0,1.5546262e-06,0.00030024743,0.00030024565,0.0025715106,0.20708348,0.20708393,0.17713577,0.10983282,0.10983283,0.603477,1.2166701e-08,1.2166493e-08,1.2653362e-08,4.0000004e-06,4.0000004e-06,1.2200456e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
7998000,7998000,0.99999785,-0.00015990765,0.00020364029,-0.0020949482,-0.008725851,-0.0034615733,0.00012496415,-0.002624517,-0.0010705267,0.019707568,-1.9082059e-08,3.2516027e-07,3.5456242e-07,0.0,0.0,4.7197573e-05,0.2751121,-0.034619823,0.47317883,0.0,0.0,0.0,0.0,0.0,1.4275126e-06,0.00027777627,0.00027777418,0.0004222734,0.12712587,0.12712651,0.14878903,0.08244984,0.08244991,0.58523387,5.665446e-09,5.665361e-09,1.2547452e-08,4.0000004e-06,4.0000004e-06,8.399465e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
8995000,8995000,0.99999857,-7.5726595e-05,-5.4378008e-05,-0.0017178555,-0.0050239475,-0.0035183819,0.0018654614,-0.0039400063,-0.002605843,0.01921666,-2.0201463e-07,8.0816216e-07,-5.929061e-08,0.0,0.0,4.9097962e-05,0.2751121,-0.034619823,0.47317883,0.0,0.0,0.0,0.0,0.0,1.4195832e-06,0.00015843741,0.00015843696,0.00026150543,0.18409397,0.18409489,0.122205906,0.12009843,0.12009867,0.5483037,4.745794e-09,4.745729e-09,1.19878845e-08,4.0000004e-06,4.0000004e-06,5.746493e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
9996000,9996000,0.9999991,1.7506181e-05,-0.0001602665,-0.001364659,0.002817367,-0.0012487556,-0.004740827,-0.00043483448,-0.0009088893,0.017434882,-2.551134e-07,8.687188e-07,-9.4102734e-07,0.0,0.0,5.0106766e-05,0.2751121,-0.034619823,0.47317883,0.0,0.0,0.0,0.0,0.0,1.4189502e-06,5.8249803e-05,5.825008e-05,0.00022279195,0.10801611,0.10801611,0.100431286,0.10365793,0.10365802,0.51258135,4.696378e-09,4.696313e-09,1.0804351e-08,4.0000004e-06,4.0000004e-06,3.9678227e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
