timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6907000,6907000,0.9999993,-6.825354e-05,0.00031385044,-0.0011410292,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
6912000,6912000,0.9999993,-6.7268236e-05,0.00031239117,-0.0011357293,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
6956000,6956000,0.9999994,-7.268787e-05,0.0003112149,-0.0010897579,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7011000,7011000,0.9999994,-7.588416e-05,0.00030574747,-0.001027669,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7059000,7059000,0.9999995,-7.675383e-05,0.0003033164,-0.000995512,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7103000,7103000,0.9999995,-6.7737565e-05,0.00029875175,-0.0009843361,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7156000,7156000,0.9999995,-7.394611e-05,0.0002904146,-0.0009608712,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7207000,7207000,0.9999995,-7.0578295e-05,0.00028310195,-0.0009610564,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7260000,7260000,0.9999995,-7.6803524e-05,0.0002766746,-0.00097554195,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7311000,7311000,0.9999995,-7.7931785e-05,0.00027639244,-0.0010056208,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7361000,7361000,0.9999995,-8.684474e-05,0.0002837639,-0.0010425868,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7413000,7413000,0.9999994,-8.110109e-05,0.00028926492,-0.0010971876,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7456000,7456000,0.9999993,-8.690185e-05,0.00028264898,-0.0011488147,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7503000,7503000,0.9999993,-8.898246e-05,0.00028917094,-0.0012320648,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7559000,7559000,0.99999917,-9.812565e-05,0.0002924396,-0.0013014955,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7607000,7607000,0.99999905,-0.00010525993,0.00028724113,-0.0013541891,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7656000,7656000,0.99999905,-9.4841766e-05,0.0002901749,-0.0014021014,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7708000,7708000,0.9999989,-8.562636e-05,0.00028441267,-0.0014726692,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7763000,7763000,0.9999988,-9.057983e-05,0.0002878155,-0.0015451312,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7803000,7803000,0.9999987,-8.4047366e-05,0.00028477533,-0.0015992643,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
7861000,7861000,0.99999857,-8.716611e-05,0.00026705218,-0.0016793007,0.9980283,0.0,-7.9580795e-12,-0.0627664,2
